 

stn;time;tnd00xy0
DLKLI;1947;58
DLKLI;1948;28
DLKLI;1949;39
DLKLI;1950;48
DLKLI;1951;35
DLKLI;1952;76
DLKLI;1953;53
DLKLI;1954;54
DLKLI;1955;55
DLKLI;1956;69
DLKLI;1957;28
DLKLI;1958;56
DLKLI;1959;27
DLKLI;1960;43
DLKLI;1961;33
DLKLI;1962;65
DLKLI;1963;62
DLKLI;1964;50
DLKLI;1965;61
DLKLI;1966;52
DLKLI;1967;40
DLKLI;1968;53
DLKLI;1969;66
DLKLI;1970;59
DLKLI;1971;41
DLKLI;1972;24
DLKLI;1973;59
DLKLI;1974;29
DLKLI;1975;31
DLKLI;1976;44
DLKLI;1977;45
DLKLI;1978;50
DLKLI;1979;50
DLKLI;1980;50
DLKLI;1981;62
DLKLI;1982;32
DLKLI;1983;42
DLKLI;1984;50
DLKLI;1985;58
DLKLI;1986;57
DLKLI;1987;59
DLKLI;1988;34
DLKLI;1989;10
DLKLI;1990;26
DLKLI;1991;48
DLKLI;1992;28
DLKLI;1993;45
DLKLI;1994;22
DLKLI;1995;34
DLKLI;1996;53
DLKLI;1997;25
DLKLI;1998;41
DLKLI;1999;52
