 

stn;time;rre150y0
KAI;1909;862.5
KAI;1910;1155.9
KAI;1911;697.3
KAI;1912;1095.1
KAI;1913;854.4
KAI;1914;1066.2
KAI;1915;1106.2
KAI;1916;1098.4
KAI;1917;985.4
KAI;1918;946.4
KAI;1919;970.7
KAI;1920;611.7
KAI;1921;620.2
KAI;1922;1284.3
KAI;1923;933.9
KAI;1924;903.2
KAI;1925;927.1
KAI;1926;961.9
KAI;1927;1131.9
KAI;1928;878.4
KAI;1929;731.0
KAI;1930;1242.4
KAI;1931;1136.1
KAI;1932;816.8
KAI;1933;874.0
KAI;1934;730.4
KAI;1935;1018.7
KAI;1936;1121.1
KAI;1937;989.6
KAI;1938;903.3
KAI;1939;1252.6
KAI;1940;1357.0
KAI;1941;905.0
KAI;1942;838.8
KAI;1943;718.3
KAI;1944;1030.0
KAI;1945;996.3
KAI;1946;884.3
KAI;1947;860.2
KAI;1948;868.5
KAI;1949;593.3
KAI;1950;997.4
KAI;1951;925.9
KAI;1952;1276.0
KAI;1953;739.6
KAI;1954;968.3
KAI;1955;1070.3
KAI;1956;976.1
KAI;1957;740.9
KAI;1958;1019.2
KAI;1959;782.5
KAI;1960;1005.0
KAI;1961;838.5
KAI;1962;750.0
KAI;1963;822.1
KAI;1964;743.6
KAI;1965;1297.5
KAI;1966;1014.3
KAI;1967;836.1
KAI;1968;991.4
KAI;1969;838.7
KAI;1970;1048.9
KAI;1971;652.1
KAI;1972;848.4
KAI;1973;802.3
KAI;1974;886.4
KAI;1975;872.2
KAI;1976;638.1
KAI;1977;959.8
KAI;1978;994.2
KAI;1979;1035.3
KAI;1980;972.7
KAI;1981;1189.9
KAI;1982;1029.0
KAI;1983;874.0
KAI;1984;925.6
KAI;1985;682.4
KAI;1986;1073.8
KAI;1987;893.3
KAI;1988;968.5
KAI;1989;615.7
KAI;1990;872.2
KAI;1991;747.2
KAI;1992;843.2
KAI;1993;777.0
KAI;1994;1018.4
KAI;1995;1117.5
KAI;1996;758.1
KAI;1997;749.0
KAI;1998;988.1
KAI;1999;1435.9
KAI;2000;1030.4
KAI;2001;1508.6
KAI;2002;1201.1
KAI;2003;731.5
KAI;2004;996.6
KAI;2005;910.5
KAI;2006;1254.7
KAI;2007;1137.1
KAI;2008;1085.0
KAI;2009;1069.6
KAI;2010;1116.9
KAI;2011;817.2
KAI;2012;1179.2
KAI;2013;977.5
KAI;2014;933.0
KAI;2015;741.1
KAI;2016;1170.0
KAI;2017;815.4
KAI;2018;819.9
KAI;2019;996.0
KAI;2020;833.5
