 

stn;time;hns000y0
GOS;1901;395
GOS;1902;544
GOS;1903;598
GOS;1904;337
GOS;1905;475
GOS;1906;502
GOS;1907;567
GOS;1908;560
GOS;1909;440
GOS;1910;528
GOS;1911;327
GOS;1912;366
GOS;1913;402
GOS;1914;478
GOS;1915;551
GOS;1916;689
GOS;1917;603
GOS;1918;418
GOS;1919;738
GOS;1920;328
GOS;1921;251
GOS;1922;874
GOS;1923;598
GOS;1924;230
GOS;1925;368
GOS;1926;457
GOS;1927;479
GOS;1928;546
GOS;1929;331
GOS;1930;348
GOS;1931;617
GOS;1932;306
GOS;1933;303
GOS;1934;342
GOS;1935;858
GOS;1936;284
GOS;1937;576
GOS;1938;611
GOS;1939;521
GOS;1940;592
GOS;1941;495
GOS;1942;331
GOS;1943;410
GOS;1944;723
GOS;1945;476
GOS;1946;484
GOS;1947;383
GOS;1948;289
GOS;1949;563
GOS;1950;561
GOS;1951;756
GOS;1952;775
GOS;1953;285
GOS;1954;583
GOS;1955;238
GOS;1956;369
GOS;1957;149
GOS;1958;596
