 

stn;time;tnd00xy0
DLSAA;1951;2
DLSAA;1952;25
DLSAA;1953;20
DLSAA;1954;24
DLSAA;1955;24
DLSAA;1956;38
DLSAA;1957;13
DLSAA;1958;17
DLSAA;1959;11
DLSAA;1960;16
DLSAA;1961;18
DLSAA;1962;21
DLSAA;1963;64
DLSAA;1964;28
DLSAA;1965;19
DLSAA;1966;14
DLSAA;1967;18
DLSAA;1968;31
DLSAA;1969;40
DLSAA;1970;26
DLSAA;1971;16
DLSAA;1972;15
DLSAA;1973;9
DLSAA;1974;1
DLSAA;1975;3
DLSAA;1976;22
DLSAA;1977;9
DLSAA;1978;27
DLSAA;1979;22
DLSAA;1980;23
DLSAA;1981;18
DLSAA;1982;18
DLSAA;1983;17
DLSAA;1984;3
DLSAA;1985;44
DLSAA;1986;32
DLSAA;1987;32
DLSAA;1988;3
DLSAA;1989;11
DLSAA;1990;9
DLSAA;1991;17
DLSAA;1992;12
DLSAA;1993;21
DLSAA;1994;6
DLSAA;1995;15
DLSAA;1996;39
DLSAA;1997;19
DLSAA;1998;21
DLSAA;1999;12
DLSAA;2000;4
DLSAA;2001;9
DLSAA;2002;17
DLSAA;2003;14
DLSAA;2004;18
DLSAA;2005;20
DLSAA;2006;16
DLSAA;2007;5
DLSAA;2008;7
DLSAA;2009;19
DLSAA;2010;45
DLSAA;2011;7
DLSAA;2012;18
DLSAA;2013;22
DLSAA;2014;1
DLSAA;2015;4
