 

stn;time;rti150yx
ROM;1900;19000807
ROM;1901;19010405
ROM;1902;19020426
ROM;1903;19030302
ROM;1904;19041207
ROM;1905;19051209
ROM;1906;19061118
ROM;1907;19070612
ROM;1908;19080620
ROM;1909;19091220
ROM;1910;19101217
ROM;1911;19111109
ROM;1912;19121002
ROM;1913;19131112
ROM;1914;19140310
ROM;1915;19151105
ROM;1916;19160609
ROM;1917;19170330
ROM;1918;19180910
ROM;1919;19190223
ROM;1920;19200805
ROM;1921;19210911
ROM;1922;19221230
ROM;1923;19231013
ROM;1924;19240524
ROM;1925;19250528
ROM;1926;19261021
ROM;1927;19271109
ROM;1928;19280815
ROM;1929;19291008
ROM;1930;19300718
ROM;1931;19310815
ROM;1932;19320720
ROM;1933;19330507
ROM;1934;19340628
ROM;1935;19350930
ROM;1936;19360201
ROM;1937;19370318
ROM;1938;19380930
ROM;1939;19390623
ROM;1940;19401114
ROM;1941;19410430
ROM;1942;19420611
ROM;1943;19431124
ROM;1944;19441207
ROM;1945;19450621
ROM;1946;19460905
ROM;1947;19470717
ROM;1948;19480911
ROM;1949;19490309
ROM;1950;19501111
ROM;1951;19510531
ROM;1952;19521025
ROM;1953;19530630
ROM;1954;19540821
ROM;1955;19550517
ROM;1956;19560902
ROM;1957;19571019
ROM;1958;19580610
ROM;1959;19591223
ROM;1960;19600930
ROM;1961;19610712
ROM;1962;19620101
ROM;1963;19630803
ROM;1964;19641007
ROM;1965;19650724
ROM;1966;19661026
ROM;1967;19671115
ROM;1968;19680702
ROM;1969;19691112
ROM;1970;19701119
ROM;1971;19710712
ROM;1972;19720407
ROM;1973;19730623
ROM;1974;19740530
ROM;1975;19750914
ROM;1976;19760909
ROM;1977;19770730
ROM;1978;19780807
ROM;1979;19790127
ROM;1980;19801007
ROM;1981;19810525
ROM;1982;19821208
ROM;1983;19830819
ROM;1984;19840904
ROM;1985;19850122
ROM;1986;19860403
ROM;1987;19870926
ROM;1988;19881009
ROM;1989;19890808
ROM;1990;19900923
ROM;1991;19911113
ROM;1992;19921028
ROM;1993;19930909
ROM;1994;19940831
ROM;1995;19950512
ROM;1996;19960608
ROM;1997;19970629
ROM;1998;19981103
ROM;1999;19990809
ROM;2000;20000703
ROM;2001;20010312
ROM;2002;20021021
ROM;2003;20031127
ROM;2004;20040810
ROM;2005;20050821
ROM;2006;20060917
ROM;2007;20070808
ROM;2008;20080812
ROM;2009;20091207
ROM;2010;20100814
ROM;2011;20110617
ROM;2012;20121110
ROM;2013;20131225
ROM;2014;20141007
ROM;2015;20150501
ROM;2016;20161105
ROM;2017;20171211
ROM;2018;20180611
ROM;2019;20190727
ROM;2020;20201023
