 

stn;time;rsd300y0
WID;1961;2
WID;1962;4
WID;1963;6
WID;1964;5
WID;1965;3
WID;1966;7
WID;1967;3
WID;1968;6
WID;1969;2
WID;1970;8
WID;1971;3
WID;1972;3
WID;1973;3
WID;1974;3
WID;1975;6
WID;1976;4
WID;1977;4
WID;1978;5
WID;1979;5
WID;1980;1
WID;1981;6
WID;1982;6
WID;1983;5
WID;1984;7
WID;1985;7
WID;1986;6
WID;1987;5
WID;1988;7
WID;1989;3
WID;1990;4
WID;1991;5
WID;1992;3
WID;1993;8
WID;1994;5
WID;1995;6
WID;1996;3
WID;1997;1
WID;1998;4
WID;1999;6
WID;2000;3
WID;2001;5
WID;2002;7
WID;2003;1
WID;2004;3
WID;2005;3
WID;2006;1
WID;2007;4
WID;2008;7
WID;2009;7
WID;2010;8
WID;2011;4
WID;2012;6
WID;2013;7
WID;2014;6
WID;2015;4
