 

stn;time;rre150m0
SPF;201010;102.1
SPF;201011;61.9
SPF;201012;96.1
SPF;201101;54.4
SPF;201102;53.1
SPF;201103;35.5
SPF;201104;39.3
SPF;201105;150.6
SPF;201106;120.4
SPF;201107;222.7
SPF;201108;99.1
SPF;201109;98.9
SPF;201110;88.9
SPF;201111;0.4
SPF;201112;187.8
SPF;201201;131.7
SPF;201202;18.5
SPF;201203;51.3
SPF;201204;143.7
SPF;201205;108.7
SPF;201206;143.4
SPF;201207;137.8
SPF;201208;246.2
SPF;201209;139.0
SPF;201210;149.0
SPF;201211;109.5
SPF;201212;134.3
SPF;201301;66.2
SPF;201302;86.9
SPF;201303;55.9
SPF;201304;91.7
SPF;201305;205.5
SPF;201306;110.4
SPF;201307;93.4
SPF;201308;60.9
SPF;201309;110.8
SPF;201310;101.7
SPF;201311;141.7
SPF;201312;40.5
SPF;201401;59.5
SPF;201402;78.5
SPF;201403;42.1
SPF;201404;107.0
SPF;201405;168.1
SPF;201406;91.6
SPF;201407;334.1
SPF;201408;190.0
SPF;201409;76.6
SPF;201410;75.8
SPF;201411;75.7
SPF;201412;49.6
SPF;201501;86.2
SPF;201502;30.3
SPF;201503;105.7
SPF;201504;133.9
SPF;201505;242.8
SPF;201506;117.9
SPF;201507;49.9
SPF;201508;95.6
SPF;201509;70.5
SPF;201510;67.4
SPF;201511;92.0
SPF;201512;26.5
SPF;201601;112.6
SPF;201602;110.3
SPF;201603;52.5
SPF;201604;145.4
SPF;201605;199.2
SPF;201606;232.6
SPF;201607;141.6
SPF;201608;102.1
SPF;201609;71.3
SPF;201610;87.3
SPF;201611;86.7
SPF;201612;1.7
SPF;201701;56.4
SPF;201702;68.6
SPF;201703;91.1
SPF;201704;137.1
SPF;201705;103.1
SPF;201706;128.0
