 

stn;time;rre150y0
DLKON;1941;730.4
DLKON;1942;765.3
DLKON;1943;521.1
DLKON;1944;841.8
DLKON;1945;757.8
DLKON;1946;768.6
DLKON;1947;716.0
DLKON;1948;630.6
DLKON;1949;457.5
DLKON;1950;816.3
DLKON;1951;793.5
DLKON;1952;837.0
DLKON;1953;667.5
DLKON;1954;858.4
DLKON;1955;870.1
DLKON;1956;816.1
DLKON;1957;779.4
DLKON;1958;997.3
DLKON;1959;852.1
DLKON;1960;883.1
DLKON;1961;751.6
DLKON;1962;695.8
DLKON;1963;736.7
DLKON;1964;742.3
DLKON;1965;1113.4
DLKON;1966;985.6
DLKON;1967;844.0
DLKON;1968;760.2
DLKON;1969;819.4
DLKON;1970;889.6
DLKON;1971;599.9
DLKON;1972;718.3
DLKON;1973;838.2
DLKON;1974;881.3
DLKON;1975;964.1
DLKON;1976;743.3
DLKON;1977;878.9
DLKON;1978;1024.3
DLKON;1979;982.9
DLKON;1980;787.5
DLKON;1981;965.0
DLKON;1982;912.7
DLKON;1983;715.6
DLKON;1984;867.6
DLKON;1985;737.0
DLKON;1986;994.8
DLKON;1987;845.1
DLKON;1988;995.8
DLKON;1989;772.6
DLKON;1990;906.5
DLKON;1991;716.1
DLKON;1992;896.3
DLKON;1993;859.8
DLKON;1994;869.6
DLKON;1995;1040.2
DLKON;1996;825.1
DLKON;1997;708.3
DLKON;1998;773.0
DLKON;1999;973.4
DLKON;2000;771.9
DLKON;2001;895.7
DLKON;2002;1018.2
DLKON;2003;626.5
DLKON;2004;734.8
DLKON;2005;748.5
DLKON;2006;837.0
DLKON;2007;906.3
DLKON;2008;752.7
DLKON;2009;789.1
DLKON;2010;888.3
DLKON;2011;801.4
DLKON;2012;958.3
DLKON;2013;872.3
DLKON;2014;792.7
DLKON;2015;736.0
DLKON;2016;977.8
DLKON;2017;978.8
DLKON;2018;616.0
DLKON;2019;881.2
DLKON;2020;765.0
