 

stn;time;hns000mx
PFA;201802;5
PFA;201803;3
PFA;201804;0
PFA;201805;0
PFA;201806;0
PFA;201807;0
PFA;201808;0
PFA;201809;0
PFA;201810;0
PFA;201811;0
PFA;201812;4
PFA;201901;20
PFA;201902;12
PFA;201903;0
PFA;201904;2
PFA;201905;0
PFA;201906;0
PFA;201907;0
PFA;201908;0
PFA;201909;0
PFA;201910;0
PFA;201911;0
PFA;201912;0
PFA;202001;0
PFA;202002;1
PFA;202003;0
PFA;202004;0
PFA;202005;0
PFA;202006;0
PFA;202007;0
PFA;202008;0
PFA;202009;0
PFA;202010;0
PFA;202011;5
PFA;202012;5
PFA;202101;38
PFA;202102;6
PFA;202103;0
