 

stn;time;tnd00xy0
LUZ;1931;21
LUZ;1932;8
LUZ;1933;28
LUZ;1934;12
LUZ;1935;22
LUZ;1936;2
LUZ;1937;7
LUZ;1938;18
LUZ;1939;17
LUZ;1940;42
LUZ;1941;23
LUZ;1942;39
LUZ;1943;6
LUZ;1944;25
LUZ;1945;31
LUZ;1946;21
LUZ;1947;30
LUZ;1948;12
LUZ;1949;12
LUZ;1950;21
LUZ;1951;2
LUZ;1952;20
LUZ;1953;23
LUZ;1954;23
LUZ;1955;9
LUZ;1956;38
LUZ;1957;15
LUZ;1958;18
LUZ;1959;13
LUZ;1960;21
LUZ;1961;19
LUZ;1962;27
LUZ;1963;56
LUZ;1964;32
LUZ;1965;18
LUZ;1966;18
LUZ;1967;26
LUZ;1968;22
LUZ;1969;35
LUZ;1970;34
LUZ;1971;23
LUZ;1972;15
LUZ;1973;15
LUZ;1974;1
LUZ;1975;8
LUZ;1976;23
LUZ;1977;8
LUZ;1978;25
LUZ;1979;14
LUZ;1980;25
LUZ;1981;23
LUZ;1982;13
LUZ;1983;21
LUZ;1984;11
LUZ;1985;42
LUZ;1986;28
LUZ;1987;36
LUZ;1988;4
LUZ;1989;16
LUZ;1990;16
LUZ;1991;27
LUZ;1992;17
LUZ;1993;16
LUZ;1994;7
LUZ;1995;20
LUZ;1996;20
LUZ;1997;15
LUZ;1998;23
LUZ;1999;17
LUZ;2000;6
LUZ;2001;11
LUZ;2002;15
LUZ;2003;22
LUZ;2004;5
LUZ;2005;27
LUZ;2006;25
LUZ;2007;18
LUZ;2008;7
LUZ;2009;25
LUZ;2010;37
LUZ;2011;10
LUZ;2012;19
LUZ;2013;19
LUZ;2014;2
LUZ;2015;7
LUZ;2016;2
LUZ;2017;15
LUZ;2018;8
LUZ;2019;3
LUZ;2020;1
