 

stn;time;tnd00xy0
DLWEI;1946;33
DLWEI;1947;40
DLWEI;1948;24
DLWEI;1949;23
DLWEI;1950;31
DLWEI;1951;7
DLWEI;1952;32
DLWEI;1953;25
DLWEI;1954;26
DLWEI;1955;23
DLWEI;1956;41
DLWEI;1957;18
DLWEI;1958;23
DLWEI;1959;17
DLWEI;1960;22
DLWEI;1961;23
DLWEI;1962;36
DLWEI;1963;58
DLWEI;1964;39
DLWEI;1965;23
DLWEI;1966;20
DLWEI;1967;25
DLWEI;1968;33
DLWEI;1969;40
DLWEI;1970;36
DLWEI;1971;33
DLWEI;1972;22
DLWEI;1973;22
DLWEI;1974;1
DLWEI;1975;18
DLWEI;1976;27
DLWEI;1977;12
DLWEI;1978;30
DLWEI;1979;15
DLWEI;1980;29
DLWEI;1981;28
DLWEI;1982;17
DLWEI;1983;30
DLWEI;1984;15
DLWEI;1985;41
