 

stn;time;rsd300m0
KAROD;201812;1
KAROD;201901;0
KAROD;201902;1
KAROD;201903;0
KAROD;201904;0
KAROD;201905;1
KAROD;201906;1
KAROD;201907;1
KAROD;201908;0
KAROD;201909;1
KAROD;201910;0
KAROD;201911;0
KAROD;201912;0
KAROD;202001;0
KAROD;202002;0
KAROD;202003;1
KAROD;202004;0
KAROD;202005;1
KAROD;202006;0
KAROD;202007;0
KAROD;202008;0
KAROD;202009;0
KAROD;202010;0
KAROD;202011;0
KAROD;202012;0
