 

stn;time;tre200dn
WSLCLF;20180101;-13.1
WSLCLF;20180102;-12.7
WSLCLF;20180103;-8.5
WSLCLF;20180104;-5.5
WSLCLF;20180105;-5.0
WSLCLF;20180106;-3.9
WSLCLF;20180107;-4.8
WSLCLF;20180108;-6.6
WSLCLF;20180109;-4.8
WSLCLF;20180110;-12.0
WSLCLF;20180111;-14.3
WSLCLF;20180112;-17.1
WSLCLF;20180113;-19.1
WSLCLF;20180114;-18.6
WSLCLF;20180115;-20.2
WSLCLF;20180116;-9.6
WSLCLF;20180117;-8.9
WSLCLF;20180118;-10.6
WSLCLF;20180119;-12.9
WSLCLF;20180120;-16.5
WSLCLF;20180121;-8.7
WSLCLF;20180122;-6.7
WSLCLF;20180123;-13.4
WSLCLF;20180124;-14.4
WSLCLF;20180125;-12.6
WSLCLF;20180126;-4.1
WSLCLF;20180127;-10.0
WSLCLF;20180128;-12.6
WSLCLF;20180129;-11.0
WSLCLF;20180130;-12.6
WSLCLF;20180131;-13.8
WSLCLF;20180201;-8.1
WSLCLF;20180202;-19.3
WSLCLF;20180203;-20.0
WSLCLF;20180204;-21.4
WSLCLF;20180205;-13.7
WSLCLF;20180206;-14.8
WSLCLF;20180207;-14.8
WSLCLF;20180208;-13.7
WSLCLF;20180209;-15.1
WSLCLF;20180210;-18.5
WSLCLF;20180211;-20.3
WSLCLF;20180212;-19.5
WSLCLF;20180213;-24.6
WSLCLF;20180214;-25.6
WSLCLF;20180215;-23.1
WSLCLF;20180216;-7.5
WSLCLF;20180217;-7.2
WSLCLF;20180218;-9.1
WSLCLF;20180219;-17.5
WSLCLF;20180220;-20.1
WSLCLF;20180221;-17.8
WSLCLF;20180222;-18.0
WSLCLF;20180223;-13.6
WSLCLF;20180224;-11.3
WSLCLF;20180225;-21.1
WSLCLF;20180226;-25.3
WSLCLF;20180227;-28.0
WSLCLF;20180228;-29.2
WSLCLF;20180301;-15.0
WSLCLF;20180302;-12.5
WSLCLF;20180303;-12.9
WSLCLF;20180304;-13.3
WSLCLF;20180305;-5.9
WSLCLF;20180306;-5.2
WSLCLF;20180307;-12.8
WSLCLF;20180308;-16.6
WSLCLF;20180309;-15.2
WSLCLF;20180310;-3.2
WSLCLF;20180311;-2.1
WSLCLF;20180312;-4.0
WSLCLF;20180313;-6.9
WSLCLF;20180314;-9.3
WSLCLF;20180315;-9.6
WSLCLF;20180316;-5.0
WSLCLF;20180317;-5.1
WSLCLF;20180318;-4.7
WSLCLF;20180319;-10.0
WSLCLF;20180320;-14.8
WSLCLF;20180321;-18.7
WSLCLF;20180322;-21.7
WSLCLF;20180323;-14.5
WSLCLF;20180324;-17.6
WSLCLF;20180325;-15.1
WSLCLF;20180326;-6.7
WSLCLF;20180327;-6.2
WSLCLF;20180328;-4.4
WSLCLF;20180329;-2.0
WSLCLF;20180330;-2.9
WSLCLF;20180331;-3.6
WSLCLF;20180401;-9.7
WSLCLF;20180402;-13.1
WSLCLF;20180403;-0.5
WSLCLF;20180404;-1.3
WSLCLF;20180405;-6.2
WSLCLF;20180406;-10.8
WSLCLF;20180407;-7.8
WSLCLF;20180408;-1.8
WSLCLF;20180409;-1.7
WSLCLF;20180410;-3.8
WSLCLF;20180411;-8.1
WSLCLF;20180412;-
WSLCLF;20180413;-
WSLCLF;20180414;-7.0
WSLCLF;20180415;-3.3
WSLCLF;20180416;-1.8
WSLCLF;20180417;-3.5
WSLCLF;20180418;-5.3
WSLCLF;20180419;-5.3
WSLCLF;20180420;-4.5
WSLCLF;20180421;-3.9
WSLCLF;20180422;-3.5
WSLCLF;20180423;-2.2
WSLCLF;20180424;-0.9
WSLCLF;20180425;-1.9
WSLCLF;20180426;-3.2
WSLCLF;20180427;-3.6
WSLCLF;20180428;-2.8
WSLCLF;20180429;1.9
WSLCLF;20180430;-1.7
WSLCLF;20180501;-0.7
WSLCLF;20180502;0.5
WSLCLF;20180503;3.3
WSLCLF;20180504;2.9
WSLCLF;20180505;1.1
WSLCLF;20180506;-1.2
WSLCLF;20180507;1.3
WSLCLF;20180508;-1.0
WSLCLF;20180509;-0.2
WSLCLF;20180510;-0.4
WSLCLF;20180511;-1.7
WSLCLF;20180512;-0.2
WSLCLF;20180513;1.3
WSLCLF;20180514;1.5
WSLCLF;20180515;-0.7
WSLCLF;20180516;-
WSLCLF;20180517;-
WSLCLF;20180518;-3.8
WSLCLF;20180519;1.3
WSLCLF;20180520;3.1
WSLCLF;20180521;-0.7
WSLCLF;20180522;-0.9
WSLCLF;20180523;2.3
WSLCLF;20180524;1.2
WSLCLF;20180525;1.5
WSLCLF;20180526;0.1
WSLCLF;20180527;3.8
WSLCLF;20180528;3.2
WSLCLF;20180529;-
WSLCLF;20180530;-
WSLCLF;20180531;4.4
WSLCLF;20180601;3.3
WSLCLF;20180602;5.6
WSLCLF;20180603;5.3
WSLCLF;20180604;2.7
WSLCLF;20180605;3.0
WSLCLF;20180606;4.2
WSLCLF;20180607;7.4
WSLCLF;20180608;4.2
WSLCLF;20180609;1.8
WSLCLF;20180610;3.8
WSLCLF;20180611;5.0
WSLCLF;20180612;7.1
WSLCLF;20180613;5.2
WSLCLF;20180614;1.3
WSLCLF;20180615;-1.6
WSLCLF;20180616;-0.1
WSLCLF;20180617;1.3
WSLCLF;20180618;2.5
WSLCLF;20180619;0.7
WSLCLF;20180620;3.0
WSLCLF;20180621;8.7
WSLCLF;20180622;-1.8
WSLCLF;20180623;-4.1
WSLCLF;20180624;-2.5
WSLCLF;20180625;-0.3
WSLCLF;20180626;-2.2
WSLCLF;20180627;0.8
WSLCLF;20180628;-1.5
WSLCLF;20180629;-0.5
WSLCLF;20180630;3.2
WSLCLF;20180701;3.9
WSLCLF;20180702;6.5
WSLCLF;20180703;4.6
WSLCLF;20180704;4.5
WSLCLF;20180705;6.5
WSLCLF;20180706;6.4
WSLCLF;20180707;2.0
WSLCLF;20180708;0.0
WSLCLF;20180709;1.8
WSLCLF;20180710;2.3
WSLCLF;20180711;3.0
WSLCLF;20180712;0.1
WSLCLF;20180713;3.1
WSLCLF;20180714;3.5
WSLCLF;20180715;7.2
WSLCLF;20180716;6.4
WSLCLF;20180717;3.7
WSLCLF;20180718;1.2
WSLCLF;20180719;1.3
WSLCLF;20180720;4.8
WSLCLF;20180721;7.0
WSLCLF;20180722;7.3
WSLCLF;20180723;3.8
WSLCLF;20180724;1.8
WSLCLF;20180725;4.4
WSLCLF;20180726;4.0
WSLCLF;20180727;5.9
WSLCLF;20180728;5.6
WSLCLF;20180729;3.4
WSLCLF;20180730;5.0
WSLCLF;20180731;6.6
WSLCLF;20180801;6.2
WSLCLF;20180802;9.3
WSLCLF;20180803;6.5
WSLCLF;20180804;7.5
WSLCLF;20180805;5.6
WSLCLF;20180806;9.0
WSLCLF;20180807;7.5
WSLCLF;20180808;5.7
WSLCLF;20180809;7.5
WSLCLF;20180810;5.9
WSLCLF;20180811;4.7
WSLCLF;20180812;3.8
WSLCLF;20180813;3.3
WSLCLF;20180814;4.5
WSLCLF;20180815;4.3
WSLCLF;20180816;1.7
WSLCLF;20180817;9.5
WSLCLF;20180818;8.4
WSLCLF;20180819;6.3
WSLCLF;20180820;7.0
WSLCLF;20180821;4.2
WSLCLF;20180822;6.7
WSLCLF;20180823;6.7
WSLCLF;20180824;7.5
WSLCLF;20180825;3.4
WSLCLF;20180826;-2.6
WSLCLF;20180827;-2.8
WSLCLF;20180828;0.8
WSLCLF;20180829;2.6
WSLCLF;20180830;7.8
WSLCLF;20180831;5.6
WSLCLF;20180901;2.5
WSLCLF;20180902;1.9
WSLCLF;20180903;3.0
WSLCLF;20180904;1.7
WSLCLF;20180905;4.0
WSLCLF;20180906;4.6
WSLCLF;20180907;-
WSLCLF;20180908;-
WSLCLF;20180909;1.0
WSLCLF;20180910;3.0
WSLCLF;20180911;1.1
WSLCLF;20180912;0.3
WSLCLF;20180913;3.9
WSLCLF;20180914;6.3
WSLCLF;20180915;4.8
WSLCLF;20180916;2.7
WSLCLF;20180917;5.5
WSLCLF;20180918;5.6
WSLCLF;20180919;2.7
WSLCLF;20180920;0.3
WSLCLF;20180921;1.9
WSLCLF;20180922;-
WSLCLF;20180923;-
WSLCLF;20180924;-5.2
WSLCLF;20180925;-7.7
WSLCLF;20180926;-5.6
WSLCLF;20180927;-3.9
WSLCLF;20180928;-3.2
WSLCLF;20180929;-0.5
WSLCLF;20180930;-1.5
WSLCLF;20181001;-1.6
WSLCLF;20181002;-5.0
WSLCLF;20181003;-2.6
WSLCLF;20181004;-4.1
WSLCLF;20181005;-3.0
WSLCLF;20181006;1.1
WSLCLF;20181007;-0.2
WSLCLF;20181008;-0.8
WSLCLF;20181009;-1.5
WSLCLF;20181010;0.4
WSLCLF;20181011;1.1
WSLCLF;20181012;-0.3
WSLCLF;20181013;-2.3
WSLCLF;20181014;-2.6
WSLCLF;20181015;4.2
WSLCLF;20181016;-1.0
WSLCLF;20181017;-4.1
WSLCLF;20181018;-2.3
WSLCLF;20181019;-3.4
WSLCLF;20181020;-3.8
WSLCLF;20181021;-5.9
WSLCLF;20181022;-8.5
WSLCLF;20181023;-7.2
WSLCLF;20181024;2.1
WSLCLF;20181025;-3.7
WSLCLF;20181026;-5.8
WSLCLF;20181027;-1.0
WSLCLF;20181028;-0.8
WSLCLF;20181029;-0.3
WSLCLF;20181030;-
WSLCLF;20181031;-
WSLCLF;20181101;-1.5
WSLCLF;20181102;-1.7
WSLCLF;20181103;-1.7
WSLCLF;20181104;-2.9
WSLCLF;20181105;0.2
WSLCLF;20181106;-0.3
WSLCLF;20181107;0.8
WSLCLF;20181108;0.7
WSLCLF;20181109;-0.1
WSLCLF;20181110;-0.8
WSLCLF;20181111;0.9
WSLCLF;20181112;0.1
WSLCLF;20181113;-3.6
WSLCLF;20181114;-7.6
WSLCLF;20181115;-9.8
WSLCLF;20181116;-8.2
WSLCLF;20181117;-9.4
WSLCLF;20181118;-12.1
WSLCLF;20181119;-7.0
WSLCLF;20181120;-13.1
WSLCLF;20181121;-14.3
WSLCLF;20181122;-9.4
WSLCLF;20181123;-12.1
WSLCLF;20181124;-3.8
WSLCLF;20181125;-11.2
WSLCLF;20181126;-12.3
WSLCLF;20181127;-9.5
WSLCLF;20181128;-15.2
WSLCLF;20181129;-12.2
WSLCLF;20181130;-6.8
WSLCLF;20181201;-7.4
WSLCLF;20181202;-8.4
WSLCLF;20181203;-1.4
WSLCLF;20181204;-7.0
WSLCLF;20181205;-8.7
WSLCLF;20181206;-5.6
WSLCLF;20181207;-6.4
WSLCLF;20181208;-9.8
WSLCLF;20181209;-9.0
WSLCLF;20181210;-6.5
WSLCLF;20181211;-21.6
WSLCLF;20181212;-25.0
WSLCLF;20181213;-24.1
WSLCLF;20181214;-22.5
WSLCLF;20181215;-22.2
WSLCLF;20181216;-15.3
WSLCLF;20181217;-14.6
WSLCLF;20181218;-19.1
WSLCLF;20181219;-15.3
WSLCLF;20181220;-16.0
WSLCLF;20181221;-16.1
WSLCLF;20181222;-7.2
WSLCLF;20181223;-7.7
WSLCLF;20181224;-15.1
WSLCLF;20181225;-18.8
WSLCLF;20181226;-16.6
WSLCLF;20181227;-16.0
WSLCLF;20181228;-10.9
WSLCLF;20181229;-11.8
WSLCLF;20181230;-10.3
WSLCLF;20181231;-10.1
WSLCLF;20190101;-12.7
WSLCLF;20190102;-10.4
WSLCLF;20190103;-18.2
WSLCLF;20190104;-17.3
WSLCLF;20190105;-10.6
WSLCLF;20190106;-12.6
WSLCLF;20190107;-14.5
WSLCLF;20190108;-10.5
WSLCLF;20190109;-11.6
WSLCLF;20190110;-18.4
WSLCLF;20190111;-22.6
WSLCLF;20190112;-14.5
WSLCLF;20190113;-4.6
WSLCLF;20190114;-6.6
WSLCLF;20190115;-15.5
WSLCLF;20190116;-16.6
WSLCLF;20190117;-10.4
WSLCLF;20190118;-20.6
WSLCLF;20190119;-20.1
WSLCLF;20190120;-22.0
WSLCLF;20190121;-21.2
WSLCLF;20190122;-23.7
WSLCLF;20190123;-20.6
WSLCLF;20190124;-23.7
WSLCLF;20190125;-24.9
WSLCLF;20190126;-19.2
WSLCLF;20190127;-13.3
WSLCLF;20190128;-11.9
WSLCLF;20190129;-17.8
WSLCLF;20190130;-14.7
WSLCLF;20190131;-20.5
WSLCLF;20190201;-8.5
WSLCLF;20190202;-4.4
WSLCLF;20190203;-12.3
WSLCLF;20190204;-20.4
WSLCLF;20190205;-21.0
WSLCLF;20190206;-19.4
WSLCLF;20190207;-17.3
WSLCLF;20190208;-13.9
WSLCLF;20190209;-14.8
WSLCLF;20190210;-8.9
WSLCLF;20190211;-9.7
WSLCLF;20190212;-15.3
WSLCLF;20190213;-17.7
WSLCLF;20190214;-14.1
WSLCLF;20190215;-14.4
WSLCLF;20190216;-14.8
WSLCLF;20190217;-14.8
WSLCLF;20190218;-13.7
WSLCLF;20190219;-14.2
WSLCLF;20190220;-13.2
WSLCLF;20190221;-12.6
WSLCLF;20190222;-8.4
WSLCLF;20190223;-12.6
WSLCLF;20190224;-14.2
WSLCLF;20190225;-11.2
WSLCLF;20190226;-10.7
WSLCLF;20190227;-9.4
WSLCLF;20190228;-8.0
WSLCLF;20190301;-7.0
WSLCLF;20190302;-9.6
WSLCLF;20190303;-12.2
WSLCLF;20190304;-8.7
WSLCLF;20190305;-10.9
WSLCLF;20190306;-12.0
WSLCLF;20190307;-2.5
WSLCLF;20190308;-8.9
WSLCLF;20190309;-7.3
WSLCLF;20190310;-6.5
WSLCLF;20190311;-8.9
