 

stn;time;rre150yx
FRF;1879;38.7
FRF;1880;69.6
FRF;1881;135.0
FRF;1882;81.0
FRF;1883;43.3
FRF;1884;48.0
FRF;1885;91.5
FRF;1886;76.0
FRF;1887;55.7
FRF;1888;50.4
FRF;1889;39.1
FRF;1890;36.0
FRF;1891;40.2
FRF;1892;22.5
FRF;1893;30.0
FRF;1894;34.1
FRF;1895;42.0
FRF;1896;32.3
FRF;1897;57.5
FRF;1898;41.0
FRF;1899;28.0
FRF;1900;35.8
FRF;1901;52.5
FRF;1902;49.3
FRF;1903;60.0
FRF;1904;32.6
FRF;1905;39.6
FRF;1906;58.7
FRF;1907;41.5
FRF;1908;52.0
FRF;1909;29.0
FRF;1910;54.0
FRF;1911;25.6
FRF;1912;36.5
FRF;1913;23.9
FRF;1914;36.8
FRF;1915;30.4
FRF;1916;32.3
FRF;1917;38.5
FRF;1918;42.4
FRF;1919;67.3
FRF;1920;27.0
FRF;1921;26.6
FRF;1922;48.9
FRF;1923;26.8
FRF;1924;35.9
FRF;1925;48.7
FRF;1926;38.1
FRF;1927;34.5
FRF;1928;46.2
FRF;1929;24.1
FRF;1930;32.2
FRF;1931;66.1
FRF;1932;52.6
FRF;1933;47.3
FRF;1934;52.5
FRF;1935;26.3
FRF;1936;33.3
FRF;1937;37.5
FRF;1938;35.2
FRF;1939;45.8
FRF;1940;52.2
FRF;1941;25.5
FRF;1942;34.1
FRF;1943;25.8
FRF;1944;55.7
FRF;1945;48.4
FRF;1946;41.6
FRF;1947;39.0
FRF;1948;37.4
FRF;1949;22.3
FRF;1950;42.7
FRF;1951;29.2
FRF;1952;49.0
FRF;1953;56.8
FRF;1954;53.5
FRF;1955;48.8
FRF;1956;49.4
FRF;1957;43.9
FRF;1958;58.8
FRF;1959;92.7
FRF;1960;33.8
FRF;1961;28.0
FRF;1962;46.7
FRF;1963;58.3
FRF;1964;63.5
FRF;1965;55.5
FRF;1966;41.0
FRF;1967;41.5
FRF;1968;108.6
FRF;1969;47.8
FRF;1970;42.1
FRF;1971;28.5
FRF;1972;62.6
FRF;1973;62.2
FRF;1974;65.1
FRF;1975;50.8
FRF;1976;42.7
FRF;1977;58.8
FRF;1978;97.9
FRF;1979;55.6
FRF;1980;43.1
FRF;1981;55.0
FRF;1982;38.2
FRF;1983;32.1
FRF;1984;54.8
FRF;1985;43.5
FRF;1986;56.5
FRF;1987;63.2
FRF;1988;40.7
FRF;1989;36.6
FRF;1990;33.4
FRF;1991;62.0
FRF;1992;57.2
FRF;1993;68.4
FRF;1994;128.6
FRF;1995;73.6
FRF;1996;32.0
FRF;1997;34.7
FRF;1998;43.7
FRF;1999;41.3
FRF;2000;65.5
FRF;2001;45.4
FRF;2002;37.5
FRF;2003;37.0
FRF;2004;40.1
FRF;2005;30.8
FRF;2006;37.3
FRF;2007;59.3
FRF;2008;49.8
FRF;2009;58.2
FRF;2010;52.3
FRF;2011;26.8
FRF;2012;43.2
FRF;2013;45.5
FRF;2014;57.1
FRF;2015;70.5
FRF;2016;43.8
FRF;2017;51.8
FRF;2018;69.5
FRF;2019;56.8
FRF;2020;39.4
