 

stn;time;rzz150yx
RUE;1983;11.2
RUE;1984;6.7
RUE;1985;12.4
RUE;1986;10.0
RUE;1987;11.1
RUE;1988;5.8
RUE;1989;9.6
RUE;1990;13.6
RUE;1991;12.0
RUE;1992;10.2
RUE;1993;7.9
RUE;1994;8.2
RUE;1995;14.5
RUE;1996;7.5
RUE;1997;9.4
RUE;1998;10.9
RUE;1999;7.8
RUE;2000;7.0
RUE;2001;25.7
RUE;2002;11.5
RUE;2003;5.6
RUE;2004;6.3
RUE;2005;10.7
RUE;2006;25.7
RUE;2007;9.2
RUE;2008;5.5
RUE;2009;9.2
RUE;2010;7.1
RUE;2011;6.5
RUE;2012;9.3
RUE;2013;9.4
RUE;2014;9.0
RUE;2015;7.7
RUE;2016;10.1
RUE;2017;15.3
RUE;2018;10.4
RUE;2019;7.3
RUE;2020;11.0
