 

stn;time;hto000y0
OTL;1943;0
OTL;1944;0
OTL;1945;2
OTL;1946;1
OTL;1947;1
OTL;1948;0
OTL;1949;0
OTL;1950;0
OTL;1951;0
OTL;1952;0
OTL;1953;0
OTL;1954;0
OTL;1955;0
OTL;1956;0
OTL;1957;0
OTL;1958;0
OTL;1959;0
OTL;1960;1
OTL;1961;1
OTL;1962;0
OTL;1963;0
OTL;1964;0
OTL;1965;0
OTL;1966;0
OTL;1967;0
OTL;1968;0
OTL;1969;1
OTL;1970;1
OTL;1971;1
OTL;1972;0
OTL;1973;0
OTL;1974;0
OTL;1975;0
OTL;1976;0
OTL;1977;3
OTL;1978;4
OTL;1979;0
OTL;1980;0
OTL;1981;1
OTL;1982;0
OTL;1983;1
OTL;1984;0
OTL;1985;2
OTL;1986;3
OTL;1987;1
OTL;1988;0
OTL;1989;0
OTL;1990;1
OTL;1991;0
OTL;1992;0
OTL;1993;0
OTL;1994;0
OTL;1995;0
OTL;1996;0
OTL;1997;0
OTL;1998;0
OTL;1999;0
OTL;2000;0
OTL;2001;0
OTL;2002;0
OTL;2003;0
OTL;2004;1
OTL;2005;0
OTL;2006;1
OTL;2007;0
OTL;2008;1
OTL;2009;1
OTL;2010;0
OTL;2011;0
OTL;2012;1
OTL;2013;0
OTL;2014;0
OTL;2015;0
OTL;2016;0
OTL;2017;1
OTL;2018;0
OTL;2019;0
OTL;2020;0
