 

stn;time;rhh150mx
HUT;201512;1.2
HUT;201601;3.6
HUT;201602;4.6
HUT;201603;5.2
HUT;201604;5.3
HUT;201605;6.2
HUT;201606;23.3
HUT;201607;14.5
HUT;201608;11.9
HUT;201609;4.6
HUT;201610;6.1
HUT;201611;6.9
HUT;201612;0.4
HUT;201701;2.7
HUT;201702;6.9
HUT;201703;11.2
HUT;201704;4.0
HUT;201705;47.1
HUT;201706;12.3
HUT;201707;15.9
HUT;201708;17.0
HUT;201709;4.9
HUT;201710;9.9
HUT;201711;8.5
HUT;201712;7.6
HUT;201801;7.1
HUT;201802;3.3
HUT;201803;3.8
HUT;201804;3.3
HUT;201805;26.1
HUT;201806;8.1
HUT;201807;15.4
HUT;201808;30.2
HUT;201809;18.5
HUT;201810;3.5
HUT;201811;1.8
