 

stn;time;rti150yx
NEU;1864;18640610
NEU;1865;18651023
NEU;1866;18660526
NEU;1867;18670603
NEU;1868;18680928
NEU;1869;18690714
NEU;1870;18700908
NEU;1871;18710118
NEU;1872;18720525
NEU;1873;18730120
NEU;1874;18740622
NEU;1875;18750822
NEU;1876;18760411
NEU;1877;18770530
NEU;1878;18781025
NEU;1879;18791020
NEU;1880;18800425
NEU;1881;18810827
NEU;1882;18820915
NEU;1883;18830927
NEU;1884;18840819
NEU;1885;18850506
NEU;1886;18861107
NEU;1887;18870816
NEU;1888;18881002
NEU;1889;18890614
NEU;1890;18900823
NEU;1891;18910607
NEU;1892;18920730
NEU;1893;18930923
NEU;1894;18940725
NEU;1895;18950701
NEU;1896;18961022
NEU;1897;18970819
NEU;1898;18981015
NEU;1899;18991229
NEU;1900;19000807
NEU;1901;19010602
NEU;1902;19020517
NEU;1903;19030818
NEU;1904;19040202
NEU;1905;19050816
NEU;1906;19061118
NEU;1907;19070220
NEU;1908;19080805
NEU;1909;19090622
NEU;1910;19100119
NEU;1911;19111109
NEU;1912;19120106
NEU;1913;19131112
NEU;1914;19140815
NEU;1915;19151105
NEU;1916;19160609
NEU;1917;19170108
NEU;1918;19181222
NEU;1919;19190223
NEU;1920;19200112
NEU;1921;19210628
NEU;1922;19221230
NEU;1923;19231013
NEU;1924;19240524
NEU;1925;19250923
NEU;1926;19260926
NEU;1927;19270924
NEU;1928;19280930
NEU;1929;19290531
NEU;1930;19300723
NEU;1931;19310815
NEU;1932;19320701
NEU;1933;19330715
NEU;1934;19341004
NEU;1935;19350930
NEU;1936;19360201
NEU;1937;19370504
NEU;1938;19380715
NEU;1939;19391018
NEU;1940;19401114
NEU;1941;19411207
NEU;1942;19420611
NEU;1943;19431124
NEU;1944;19441107
NEU;1945;19450211
NEU;1946;19460906
NEU;1947;19470717
NEU;1948;19480911
NEU;1949;19491008
NEU;1950;19501111
NEU;1951;19510713
NEU;1952;19520830
NEU;1953;19530609
NEU;1954;19540821
NEU;1955;19550517
NEU;1956;19560713
NEU;1957;19570721
NEU;1958;19580921
NEU;1959;19590822
NEU;1960;19600518
NEU;1961;19610622
NEU;1962;19620101
NEU;1963;19630803
NEU;1964;19641007
NEU;1965;19650707
NEU;1966;19660505
NEU;1967;19671102
NEU;1968;19680921
NEU;1969;19690903
NEU;1970;19700819
NEU;1971;19710820
NEU;1972;19721116
NEU;1973;19730528
NEU;1974;19740628
NEU;1975;19750914
NEU;1976;19760909
NEU;1977;19770731
NEU;1978;19780807
NEU;1979;19790127
NEU;1980;19800815
NEU;1981;19810525
NEU;1982;19820622
NEU;1983;19830828
NEU;1984;19840208
NEU;1985;19850508
NEU;1986;19860815
NEU;1987;19870925
NEU;1988;19880909
NEU;1989;19890401
NEU;1990;19900214
NEU;1991;19911221
NEU;1992;19921115
NEU;1993;19930909
NEU;1994;19940831
NEU;1995;19950912
NEU;1996;19960608
NEU;1997;19970902
NEU;1998;19980727
NEU;1999;19990727
NEU;2000;20001011
NEU;2001;20010302
NEU;2002;20020623
NEU;2003;20030818
NEU;2004;20041025
NEU;2005;20050416
NEU;2006;20060409
NEU;2007;20070829
NEU;2008;20080812
NEU;2009;20090714
NEU;2010;20100814
NEU;2011;20110717
NEU;2012;20121110
NEU;2013;20130728
NEU;2014;20140522
NEU;2015;20151120
NEU;2016;20160304
NEU;2017;20170507
NEU;2018;20180702
NEU;2019;20190610
NEU;2020;20201023
