 

stn;time;rti150yx
SUA;1969;19690826
SUA;1970;19700820
SUA;1971;19710811
SUA;1972;19721022
SUA;1973;19730717
SUA;1974;19740118
SUA;1975;19750823
SUA;1976;19760601
SUA;1977;19770731
SUA;1978;19780807
SUA;1979;19790921
SUA;1980;19800708
SUA;1981;19810718
SUA;1982;19820926
SUA;1983;19830910
SUA;1984;19840905
SUA;1985;19850825
SUA;1986;19860706
SUA;1987;19870718
SUA;1988;19880820
SUA;1989;19890827
SUA;1990;19900214
SUA;1991;19910616
SUA;1992;19920315
SUA;1993;19930710
SUA;1994;19940706
SUA;1995;19950808
SUA;1996;19960519
SUA;1997;19970828
SUA;1998;19980911
SUA;1999;19990521
SUA;2000;20000806
SUA;2001;20010803
SUA;2002;20020811
SUA;2003;20030614
SUA;2004;20040708
SUA;2005;20050822
SUA;2006;20060916
SUA;2007;20070808
SUA;2008;20080712
SUA;2009;20090717
SUA;2010;20100502
SUA;2011;20110629
SUA;2012;20121009
SUA;2013;20130419
SUA;2014;20141105
SUA;2015;20151120
SUA;2016;20160616
SUA;2017;20170831
SUA;2018;20180831
SUA;2019;20190820
SUA;2020;20200829
