 

stn;time;rti150yx
RAP;1961;19610712
RAP;1962;19620101
RAP;1963;19630814
RAP;1964;19640829
RAP;1965;19650610
RAP;1966;19660808
RAP;1967;19670608
RAP;1968;19680921
RAP;1969;19690618
RAP;1970;19700809
RAP;1971;19710811
RAP;1972;19721122
RAP;1973;19730623
RAP;1974;19740623
RAP;1975;19750811
RAP;1976;19760726
RAP;1977;19770731
RAP;1978;19780807
RAP;1979;19790606
RAP;1980;19800124
RAP;1981;19810718
RAP;1982;19820108
RAP;1983;19830816
RAP;1984;19840905
RAP;1985;19850502
RAP;1986;19860409
RAP;1987;19870615
RAP;1988;19880604
RAP;1989;19890808
RAP;1990;19900922
RAP;1991;19910511
RAP;1992;19921028
RAP;1993;19930705
RAP;1994;19940518
RAP;1995;19950808
RAP;1996;19960708
RAP;1997;19970828
