 

stn;time;tnd00xy0
WFJ;1971;163
WFJ;1972;184
WFJ;1973;171
WFJ;1974;210
WFJ;1975;175
WFJ;1976;184
WFJ;1977;156
WFJ;1978;187
WFJ;1979;184
WFJ;1980;189
WFJ;1981;169
WFJ;1982;186
WFJ;1983;148
WFJ;1984;188
WFJ;1985;179
WFJ;1986;169
WFJ;1987;188
WFJ;1988;165
WFJ;1989;148
WFJ;1990;136
WFJ;1991;191
WFJ;1992;167
WFJ;1993;156
WFJ;1994;163
WFJ;1995;178
WFJ;1996;187
WFJ;1997;154
WFJ;1998;165
WFJ;1999;169
WFJ;2000;170
WFJ;2001;172
WFJ;2002;166
WFJ;2003;152
WFJ;2004;168
WFJ;2005;159
WFJ;2006;156
WFJ;2007;157
WFJ;2008;177
WFJ;2009;168
WFJ;2010;191
WFJ;2011;130
WFJ;2012;153
WFJ;2013;173
WFJ;2014;137
WFJ;2015;133
WFJ;2016;160
WFJ;2017;170
WFJ;2018;141
WFJ;2019;159
WFJ;2020;121
