 

stn;time;rsd300y0
AFI;1902;1
AFI;1903;3
AFI;1904;0
AFI;1905;3
AFI;1906;3
AFI;1907;1
AFI;1908;5
AFI;1909;1
AFI;1910;7
AFI;1911;0
AFI;1912;0
AFI;1913;0
AFI;1914;1
AFI;1915;3
AFI;1916;1
AFI;1917;3
AFI;1918;4
AFI;1919;1
AFI;1920;0
AFI;1921;0
AFI;1922;3
AFI;1923;1
AFI;1924;0
AFI;1925;2
AFI;1926;2
AFI;1927;1
AFI;1928;1
AFI;1929;2
AFI;1930;1
AFI;1931;2
AFI;1932;0
AFI;1933;2
AFI;1934;3
AFI;1935;0
AFI;1936;0
AFI;1937;3
AFI;1938;3
AFI;1939;3
AFI;1940;6
AFI;1941;0
AFI;1942;0
AFI;1943;0
AFI;1944;2
AFI;1945;2
AFI;1946;3
AFI;1947;0
AFI;1948;0
AFI;1949;0
AFI;1950;3
AFI;1951;1
AFI;1952;2
AFI;1953;1
AFI;1954;1
AFI;1955;4
AFI;1956;1
AFI;1957;1
AFI;1958;5
AFI;1959;2
AFI;1960;1
AFI;1961;1
AFI;1962;2
AFI;1963;1
AFI;1964;3
AFI;1965;4
AFI;1966;2
AFI;1967;3
AFI;1968;1
AFI;1969;3
AFI;1970;1
AFI;1971;0
AFI;1972;3
AFI;1973;2
AFI;1974;1
AFI;1975;2
AFI;1976;3
AFI;1977;2
AFI;1978;4
AFI;1979;1
AFI;1980;2
AFI;1981;2
AFI;1982;3
AFI;1983;1
AFI;1984;2
AFI;1985;0
AFI;1986;1
AFI;1987;4
AFI;1988;0
AFI;1989;2
AFI;1990;3
AFI;1991;3
AFI;1992;2
AFI;1993;3
AFI;1994;1
AFI;1995;6
AFI;1996;2
AFI;1997;1
AFI;1998;1
AFI;1999;2
AFI;2000;3
AFI;2001;1
AFI;2002;3
AFI;2003;0
AFI;2004;0
AFI;2005;0
AFI;2006;2
AFI;2007;1
AFI;2008;6
AFI;2009;3
AFI;2010;4
AFI;2011;3
AFI;2012;3
AFI;2013;3
AFI;2014;1
AFI;2015;2
AFI;2016;3
AFI;2017;1
AFI;2018;1
AFI;2019;4
AFI;2020;1
