 

stn;time;tnd00xy0
DLNUE;1956;41
DLNUE;1957;16
DLNUE;1958;20
DLNUE;1959;13
DLNUE;1960;21
DLNUE;1961;19
DLNUE;1962;32
DLNUE;1963;57
DLNUE;1964;25
DLNUE;1965;21
DLNUE;1966;18
DLNUE;1967;18
DLNUE;1968;29
DLNUE;1969;40
DLNUE;1970;32
DLNUE;1971;25
DLNUE;1972;21
DLNUE;1973;16
DLNUE;1974;0
DLNUE;1975;7
DLNUE;1976;21
DLNUE;1977;7
DLNUE;1978;25
DLNUE;1979;19
DLNUE;1980;29
DLNUE;1981;32
DLNUE;1982;21
DLNUE;1983;26
DLNUE;1984;10
DLNUE;1985;45
DLNUE;1986;33
DLNUE;1987;35
DLNUE;1988;6
DLNUE;1989;16
DLNUE;1990;10
DLNUE;1991;24
DLNUE;1992;14
DLNUE;1993;22
DLNUE;1994;5
DLNUE;1995;20
DLNUE;1996;43
DLNUE;1997;18
DLNUE;1998;20
DLNUE;1999;17
DLNUE;2000;9
DLNUE;2001;15
DLNUE;2002;20
DLNUE;2003;17
DLNUE;2004;17
DLNUE;2005;26
DLNUE;2006;22
DLNUE;2007;10
DLNUE;2008;1
DLNUE;2009;26
DLNUE;2010;52
DLNUE;2011;12
DLNUE;2012;23
DLNUE;2013;21
DLNUE;2014;4
DLNUE;2015;3
