 

stn;time;brefard0
LEU;20050601;0
LEU;20050602;0
LEU;20050603;293
LEU;20050604;0
LEU;20050605;0
LEU;20050606;0
LEU;20050607;0
LEU;20050608;0
LEU;20050609;0
LEU;20050610;0
LEU;20050611;0
LEU;20050612;0
LEU;20050613;35
LEU;20050614;1
LEU;20050615;0
LEU;20050616;0
LEU;20050617;0
LEU;20050618;0
LEU;20050619;34
LEU;20050620;120
LEU;20050621;5
LEU;20050622;16
LEU;20050623;393
LEU;20050624;217
LEU;20050625;21
LEU;20050626;0
LEU;20050627;27
LEU;20050628;33
LEU;20050629;106
LEU;20050630;0
LEU;20050701;1
LEU;20050702;0
LEU;20050703;0
LEU;20050704;59
LEU;20050705;0
LEU;20050706;0
LEU;20050707;0
LEU;20050708;0
LEU;20050709;0
LEU;20050710;0
LEU;20050711;0
LEU;20050712;18
LEU;20050713;10
LEU;20050714;0
LEU;20050715;0
LEU;20050716;53
LEU;20050717;0
LEU;20050718;254
LEU;20050719;4
LEU;20050720;0
LEU;20050721;0
LEU;20050722;0
LEU;20050723;0
LEU;20050724;9
LEU;20050725;293
LEU;20050726;4
LEU;20050727;0
LEU;20050728;0
LEU;20050729;93
LEU;20050730;0
LEU;20050731;0
LEU;20050801;4
LEU;20050802;3
LEU;20050803;0
LEU;20050804;0
LEU;20050805;0
LEU;20050806;1
LEU;20050807;0
LEU;20050808;0
LEU;20050809;0
LEU;20050810;0
LEU;20050811;38
LEU;20050812;0
LEU;20050813;0
LEU;20050814;14
LEU;20050815;0
LEU;20050816;0
LEU;20050817;0
LEU;20050818;132
LEU;20050819;87
LEU;20050820;3
LEU;20050821;0
LEU;20050822;0
LEU;20050823;0
LEU;20050824;0
LEU;20050825;0
LEU;20050826;0
LEU;20050827;0
LEU;20050828;0
LEU;20050829;0
LEU;20050830;0
LEU;20050831;0
LEU;20050901;2
LEU;20050902;15
LEU;20050903;2
LEU;20050904;0
LEU;20050905;29
LEU;20050906;1
LEU;20050907;0
LEU;20050908;0
LEU;20050909;2
LEU;20050910;22
LEU;20050911;1
LEU;20050912;0
LEU;20050913;0
LEU;20050914;0
LEU;20050915;0
LEU;20050916;0
LEU;20050917;0
LEU;20050918;0
LEU;20050919;0
LEU;20050920;0
LEU;20050921;0
LEU;20050922;0
LEU;20050923;0
LEU;20050924;0
LEU;20050925;5
LEU;20050926;0
LEU;20050927;1
LEU;20050928;0
LEU;20050929;0
LEU;20050930;0
LEU;20051001;0
LEU;20051002;0
LEU;20051003;0
LEU;20051004;0
LEU;20051005;0
LEU;20051006;0
LEU;20051007;0
LEU;20051008;0
LEU;20051009;0
LEU;20051010;0
LEU;20051011;0
LEU;20051012;0
LEU;20051013;0
LEU;20051014;0
LEU;20051015;0
LEU;20051016;0
LEU;20051017;0
LEU;20051018;0
LEU;20051019;0
LEU;20051020;0
LEU;20051021;0
LEU;20051022;0
LEU;20051023;0
LEU;20051024;0
LEU;20051025;0
LEU;20051026;0
LEU;20051027;0
LEU;20051028;0
LEU;20051029;0
LEU;20051030;0
LEU;20051031;0
LEU;20051101;0
LEU;20051102;0
LEU;20051103;0
LEU;20051104;0
LEU;20051105;0
LEU;20051106;0
LEU;20051107;0
LEU;20051108;0
LEU;20051109;0
LEU;20051110;0
LEU;20051111;0
LEU;20051112;0
LEU;20051113;1
LEU;20051114;0
LEU;20051115;0
LEU;20051116;0
LEU;20051117;0
LEU;20051118;0
LEU;20051119;0
LEU;20051120;0
LEU;20051121;0
LEU;20051122;0
LEU;20051123;0
LEU;20051124;0
LEU;20051125;0
LEU;20051126;0
LEU;20051127;0
LEU;20051128;0
LEU;20051129;0
LEU;20051130;0
LEU;20051201;0
LEU;20051202;0
LEU;20051203;0
LEU;20051204;0
LEU;20051205;0
LEU;20051206;0
LEU;20051207;0
LEU;20051208;0
LEU;20051209;0
LEU;20051210;0
LEU;20051211;0
LEU;20051212;0
LEU;20051213;0
LEU;20051214;0
LEU;20051215;0
LEU;20051216;0
LEU;20051217;0
LEU;20051218;0
LEU;20051219;0
LEU;20051220;0
LEU;20051221;0
LEU;20051222;0
LEU;20051223;0
LEU;20051224;0
LEU;20051225;0
LEU;20051226;0
LEU;20051227;0
LEU;20051228;0
LEU;20051229;0
LEU;20051230;0
LEU;20051231;0
LEU;20060101;0
LEU;20060102;0
LEU;20060103;0
