 

stn;time;rhs150m0
SAM;186401;2.7
SAM;186402;14.3
SAM;186403;19.2
SAM;186404;25.4
SAM;186405;43.9
SAM;186406;98.4
SAM;186407;68.1
SAM;186408;111.6
SAM;186409;159.4
SAM;186410;104.0
SAM;186411;40.1
SAM;186412;4.7
SAM;186501;28.6
SAM;186502;13.2
SAM;186503;25.4
SAM;186504;2.1
SAM;186505;69.7
SAM;186506;92.1
SAM;186507;73.5
SAM;186508;176.2
SAM;186509;2.9
SAM;186510;119.1
SAM;186511;58.5
SAM;186512;17.2
SAM;186601;11.4
SAM;186602;29.6
SAM;186603;38.6
SAM;186604;89.4
SAM;186605;72.2
SAM;186606;70.5
SAM;186607;87.7
SAM;186608;110.8
SAM;186609;92.4
SAM;186610;3.2
SAM;186611;27.5
SAM;186612;26.0
SAM;186701;98.6
SAM;186702;7.4
SAM;186703;21.6
SAM;186704;57.3
SAM;186705;84.9
SAM;186706;80.6
SAM;186707;65.4
SAM;186708;56.0
SAM;186709;107.1
SAM;186710;119.4
SAM;186711;25.1
SAM;186712;66.4
SAM;186801;9.8
SAM;186802;2.4
SAM;186803;45.5
SAM;186804;55.6
SAM;186805;26.1
SAM;186806;82.2
SAM;186807;111.5
SAM;186808;58.8
SAM;186809;159.8
SAM;186810;178.5
SAM;186811;54.8
SAM;186812;34.1
SAM;186901;6.0
SAM;186902;9.8
SAM;186903;53.1
SAM;186904;20.9
SAM;186905;91.4
SAM;186906;99.8
SAM;186907;50.0
SAM;186908;93.9
SAM;186909;52.8
SAM;186910;69.3
SAM;186911;30.0
SAM;186912;45.5
SAM;187001;8.2
SAM;187002;17.9
SAM;187003;11.2
SAM;187004;11.5
SAM;187005;34.1
SAM;187006;30.2
SAM;187007;89.0
SAM;187008;57.5
SAM;187009;56.1
SAM;187010;77.6
SAM;187011;103.0
SAM;187012;24.0
SAM;187101;62.1
SAM;187102;9.2
SAM;187103;11.4
SAM;187104;40.9
SAM;187105;30.2
SAM;187106;157.5
SAM;187107;107.8
SAM;187108;59.7
SAM;187109;39.2
SAM;187110;7.4
SAM;187111;56.7
SAM;187112;4.4
SAM;187201;40.3
SAM;187202;20.2
SAM;187203;43.8
SAM;187204;82.7
SAM;187205;159.5
SAM;187206;105.9
SAM;187207;92.0
SAM;187208;160.8
SAM;187209;102.2
SAM;187210;194.6
SAM;187211;31.3
SAM;187212;108.8
SAM;187301;26.2
SAM;187302;14.8
SAM;187303;26.2
SAM;187304;13.1
SAM;187305;47.0
SAM;187306;26.6
SAM;187307;139.6
SAM;187308;90.5
SAM;187309;132.4
SAM;187310;96.3
SAM;187311;55.3
SAM;187312;9.7
SAM;187401;11.3
SAM;187402;8.2
SAM;187403;5.3
SAM;187404;71.3
SAM;187405;17.3
SAM;187406;98.6
SAM;187407;123.2
SAM;187408;98.2
SAM;187409;27.4
SAM;187410;25.9
SAM;187411;110.5
SAM;187412;78.2
SAM;187501;39.9
SAM;187502;9.0
SAM;187503;2.9
SAM;187504;22.8
SAM;187505;42.5
SAM;187506;132.1
SAM;187507;114.1
SAM;187508;86.7
