 

stn;time;rzz150mx
SBE;198111;0.5
SBE;198112;7.1
SBE;198201;0.5
SBE;198202;0.4
SBE;198203;0.8
SBE;198204;0.5
SBE;198205;2.1
SBE;198206;15.4
SBE;198207;7.9
SBE;198208;4.3
SBE;198209;4.6
SBE;198210;1.6
SBE;198211;0.9
SBE;198212;1.1
SBE;198301;0.6
SBE;198302;0.5
SBE;198303;0.9
SBE;198304;1.4
SBE;198305;2.5
SBE;198306;3.6
SBE;198307;5.5
SBE;198308;9.6
SBE;198309;4.3
SBE;198310;1.8
SBE;198311;1.5
SBE;198312;1.5
SBE;198401;0.6
SBE;198402;0.6
SBE;198403;2.4
SBE;198404;8.4
SBE;198405;1.4
SBE;198406;2.4
SBE;198407;2.5
SBE;198408;5.8
SBE;198409;8.3
SBE;198410;2.0
SBE;198411;1.4
SBE;198412;1.4
SBE;198501;1.2
SBE;198502;0.3
SBE;198503;2.0
SBE;198504;1.4
SBE;198505;2.1
SBE;198506;2.2
SBE;198507;3.6
SBE;198508;11.3
SBE;198509;1.4
SBE;198510;0.5
SBE;198511;0.9
SBE;198512;0.9
SBE;198601;0.7
SBE;198602;0.4
SBE;198603;1.0
SBE;198604;1.7
SBE;198605;2.4
SBE;198606;2.3
SBE;198607;3.5
SBE;198608;7.0
SBE;198609;1.8
SBE;198610;1.7
SBE;198611;0.7
SBE;198612;0.9
SBE;198701;0.8
SBE;198702;0.8
SBE;198703;1.2
SBE;198704;1.8
SBE;198705;2.4
SBE;198706;6.2
SBE;198707;5.3
SBE;198708;7.6
SBE;198709;3.9
SBE;198710;1.4
SBE;198711;1.0
SBE;198712;0.4
SBE;198801;6.5
SBE;198802;1.1
SBE;198803;0.8
SBE;198804;1.7
SBE;198805;1.6
SBE;198806;4.9
SBE;198807;5.7
SBE;198808;7.1
SBE;198809;3.2
SBE;198810;2.0
SBE;198811;0.5
SBE;198812;0.8
SBE;198901;0.1
SBE;198902;2.1
SBE;198903;0.7
SBE;198904;1.6
SBE;198905;2.3
SBE;198906;14.8
SBE;198907;5.7
SBE;198908;10.5
SBE;198909;3.0
SBE;198910;0.7
SBE;198911;2.0
SBE;198912;3.0
SBE;199001;0.8
SBE;199002;0.9
SBE;199003;0.6
SBE;199004;1.1
SBE;199005;2.6
SBE;199006;4.6
SBE;199007;8.9
SBE;199008;4.6
SBE;199009;1.8
SBE;199010;2.2
SBE;199011;2.2
SBE;199012;1.3
SBE;199101;0.6
SBE;199102;1.0
SBE;199103;1.8
SBE;199104;1.1
SBE;199105;0.6
SBE;199106;4.2
SBE;199107;4.0
SBE;199108;2.0
SBE;199109;3.9
SBE;199110;1.6
SBE;199111;2.0
SBE;199112;1.6
SBE;199201;1.5
SBE;199202;0.5
SBE;199203;1.0
SBE;199204;2.5
SBE;199205;2.2
SBE;199206;3.1
SBE;199207;7.1
SBE;199208;5.0
SBE;199209;4.1
SBE;199210;1.9
SBE;199211;0.5
SBE;199212;0.6
SBE;199301;0.3
SBE;199302;0.4
SBE;199303;0.6
SBE;199304;1.4
SBE;199305;3.3
SBE;199306;3.7
SBE;199307;5.1
SBE;199308;6.1
SBE;199309;2.4
SBE;199310;5.9
SBE;199311;0.8
SBE;199312;1.0
SBE;199401;7.9
SBE;199402;1.6
SBE;199403;2.4
SBE;199404;1.3
SBE;199405;2.8
SBE;199406;2.6
SBE;199407;6.5
SBE;199408;7.4
SBE;199409;2.8
SBE;199410;1.9
SBE;199411;1.0
SBE;199412;0.6
SBE;199501;1.0
SBE;199502;0.9
SBE;199503;0.8
SBE;199504;1.4
SBE;199505;2.5
SBE;199506;1.8
SBE;199507;7.9
SBE;199508;7.4
SBE;199509;2.2
SBE;199510;0.8
SBE;199511;0.7
SBE;199512;0.7
SBE;199601;1.4
SBE;199602;0.5
SBE;199603;0.2
SBE;199604;1.3
SBE;199605;2.0
SBE;199606;3.5
SBE;199607;6.7
SBE;199608;4.4
SBE;199609;1.1
SBE;199610;1.8
SBE;199611;9.3
SBE;199612;5.4
SBE;199701;1.0
SBE;199702;0.7
SBE;199703;1.5
SBE;199704;1.8
SBE;199705;4.6
SBE;199706;2.5
SBE;199707;4.3
SBE;199708;6.9
SBE;199709;1.5
SBE;199710;1.5
SBE;199711;10.3
SBE;199712;8.3
SBE;199801;0.7
SBE;199802;0.5
SBE;199803;0.5
SBE;199804;1.9
