 

stn;time;breclod0
SRE;20050601;0
SRE;20050602;0
SRE;20050603;1
SRE;20050604;0
SRE;20050605;0
SRE;20050606;0
SRE;20050607;0
SRE;20050608;0
SRE;20050609;0
SRE;20050610;0
SRE;20050611;0
SRE;20050612;0
SRE;20050613;0
SRE;20050614;0
SRE;20050615;0
SRE;20050616;0
SRE;20050617;0
SRE;20050618;0
SRE;20050619;0
SRE;20050620;0
SRE;20050621;0
SRE;20050622;0
SRE;20050623;0
SRE;20050624;0
SRE;20050625;0
SRE;20050626;0
SRE;20050627;0
SRE;20050628;0
SRE;20050629;0
SRE;20050630;0
SRE;20050701;0
SRE;20050702;0
SRE;20050703;0
SRE;20050704;0
SRE;20050705;0
SRE;20050706;0
SRE;20050707;0
SRE;20050708;0
SRE;20050709;0
SRE;20050710;0
SRE;20050711;0
SRE;20050712;0
SRE;20050713;0
SRE;20050714;0
SRE;20050715;0
SRE;20050716;0
SRE;20050717;0
SRE;20050718;0
SRE;20050719;0
SRE;20050720;0
SRE;20050721;0
SRE;20050722;0
SRE;20050723;0
SRE;20050724;0
SRE;20050725;0
SRE;20050726;0
SRE;20050727;0
SRE;20050728;0
SRE;20050729;0
SRE;20050730;0
SRE;20050731;0
SRE;20050801;0
SRE;20050802;0
SRE;20050803;0
SRE;20050804;0
SRE;20050805;0
SRE;20050806;0
SRE;20050807;0
SRE;20050808;0
SRE;20050809;0
SRE;20050810;0
SRE;20050811;0
SRE;20050812;0
SRE;20050813;0
SRE;20050814;0
SRE;20050815;0
SRE;20050816;0
SRE;20050817;0
SRE;20050818;0
SRE;20050819;0
SRE;20050820;0
SRE;20050821;0
SRE;20050822;0
SRE;20050823;0
SRE;20050824;0
SRE;20050825;0
SRE;20050826;0
SRE;20050827;0
SRE;20050828;0
SRE;20050829;0
SRE;20050830;0
SRE;20050831;0
SRE;20050901;0
SRE;20050902;0
SRE;20050903;0
SRE;20050904;0
SRE;20050905;0
SRE;20050906;0
SRE;20050907;0
SRE;20050908;0
SRE;20050909;0
