 

stn;time;hto000y0
CLA;1959;0
CLA;1960;0
CLA;1961;0
CLA;1962;0
CLA;1963;1
CLA;1964;0
CLA;1965;0
CLA;1966;0
CLA;1967;0
CLA;1968;0
CLA;1969;0
CLA;1970;0
CLA;1971;0
CLA;1972;0
CLA;1973;0
CLA;1974;0
CLA;1975;0
CLA;1976;0
CLA;1977;0
CLA;1978;0
CLA;1979;0
CLA;1980;0
CLA;1981;0
CLA;1982;0
CLA;1983;0
CLA;1984;0
CLA;1985;1
CLA;1986;0
CLA;1987;0
CLA;1988;0
CLA;1989;0
CLA;1990;0
CLA;1991;0
CLA;1992;0
CLA;1993;0
CLA;1994;0
CLA;1995;0
CLA;1996;0
CLA;1997;0
CLA;1998;0
CLA;1999;0
CLA;2000;0
CLA;2001;0
CLA;2002;0
CLA;2003;0
CLA;2004;0
CLA;2005;1
