 

stn;time;rzz150mx
TIBIO;201305;5.1
TIBIO;201306;0.3
TIBIO;201307;24.1
TIBIO;201308;7.4
TIBIO;201309;7.6
TIBIO;201310;4.9
TIBIO;201311;1.3
TIBIO;201312;0.7
TIBIO;201401;4.9
TIBIO;201402;0.6
TIBIO;201403;-
TIBIO;201404;2.2
TIBIO;201405;4.6
TIBIO;201406;8.1
TIBIO;201407;14.6
TIBIO;201408;13.0
TIBIO;201409;3.8
TIBIO;201410;13.6
TIBIO;201411;19.9
TIBIO;201412;2.5
TIBIO;201501;1.6
TIBIO;201502;1.4
TIBIO;201503;0.7
TIBIO;201504;2.3
TIBIO;201505;8.3
TIBIO;201506;15.7
TIBIO;201507;9.6
TIBIO;201508;8.2
TIBIO;201509;7.8
TIBIO;201510;2.9
TIBIO;201511;0.1
TIBIO;201512;0.2
TIBIO;201601;0.7
TIBIO;201602;1.3
TIBIO;201603;2.6
TIBIO;201604;5.5
