 

stn;time;rzz150mx
IYOBV;200402;0.6
IYOBV;200403;0.8
IYOBV;200404;1.4
IYOBV;200405;1.6
IYOBV;200406;4.2
IYOBV;200407;1.6
IYOBV;200408;8.2
IYOBV;200409;2.6
IYOBV;200410;2.0
IYOBV;200411;1.2
IYOBV;200412;0.6
IYOBV;200501;0.2
IYOBV;200502;0.6
IYOBV;200503;0.8
IYOBV;200504;1.6
IYOBV;200505;2.2
IYOBV;200506;5.4
IYOBV;200507;6.4
IYOBV;200508;4.8
IYOBV;200509;1.8
IYOBV;200510;1.6
IYOBV;200511;0.4
IYOBV;200512;0.4
IYOBV;200601;0.2
IYOBV;200602;1.0
IYOBV;200603;1.0
IYOBV;200604;1.2
IYOBV;200605;3.0
IYOBV;200606;3.0
IYOBV;200607;8.0
IYOBV;200608;2.2
IYOBV;200609;7.6
IYOBV;200610;1.4
IYOBV;200611;0.4
IYOBV;200612;0.8
IYOBV;200701;0.8
IYOBV;200702;1.0
IYOBV;200703;0.4
IYOBV;200704;0.4
IYOBV;200705;2.8
IYOBV;200706;5.4
IYOBV;200707;4.6
IYOBV;200708;2.6
IYOBV;200709;4.6
IYOBV;200710;2.8
IYOBV;200711;0.4
IYOBV;200712;0.4
IYOBV;200801;0.6
IYOBV;200802;0.6
IYOBV;200803;1.0
IYOBV;200804;1.8
IYOBV;200805;4.6
IYOBV;200806;7.4
IYOBV;200807;4.4
IYOBV;200808;4.4
IYOBV;200809;4.2
IYOBV;200810;1.4
IYOBV;200811;1.4
IYOBV;200812;0.6
IYOBV;200901;0.8
IYOBV;200902;0.6
IYOBV;200903;0.8
IYOBV;200904;1.6
IYOBV;200905;2.4
IYOBV;200906;6.4
IYOBV;200907;9.0
IYOBV;200908;4.2
IYOBV;200909;5.2
IYOBV;200910;0.6
IYOBV;200911;1.2
IYOBV;200912;1.4
IYOBV;201001;0.2
IYOBV;201002;0.4
IYOBV;201003;2.0
IYOBV;201004;0.6
IYOBV;201005;2.4
IYOBV;201006;3.0
IYOBV;201007;5.6
IYOBV;201008;6.8
IYOBV;201009;1.4
IYOBV;201010;0.8
IYOBV;201011;1.0
IYOBV;201012;1.0
IYOBV;201101;0.4
IYOBV;201102;0.2
IYOBV;201103;0.4
IYOBV;201104;0.6
IYOBV;201105;3.4
IYOBV;201106;5.8
IYOBV;201107;5.0
IYOBV;201108;2.6
IYOBV;201109;4.0
IYOBV;201110;1.2
IYOBV;201111;0.2
IYOBV;201112;0.6
IYOBV;201201;0.8
IYOBV;201202;0.2
IYOBV;201203;1.0
IYOBV;201204;1.6
IYOBV;201205;1.2
IYOBV;201206;4.2
IYOBV;201207;8.4
IYOBV;201208;6.2
IYOBV;201209;1.8
IYOBV;201210;2.0
IYOBV;201211;1.8
IYOBV;201212;0.6
IYOBV;201301;0.4
IYOBV;201302;0.4
IYOBV;201303;0.6
IYOBV;201304;1.0
IYOBV;201305;6.0
IYOBV;201306;7.2
