 

stn;time;rzz150mx
HAI;201010;1.4
HAI;201011;0.6
HAI;201012;1.2
HAI;201101;0.9
HAI;201102;0.9
HAI;201103;0.9
HAI;201104;2.1
HAI;201105;2.3
HAI;201106;4.0
HAI;201107;9.7
HAI;201108;4.0
HAI;201109;3.2
HAI;201110;1.8
HAI;201111;0.1
HAI;201112;3.1
HAI;201201;2.1
HAI;201202;0.9
HAI;201203;0.4
HAI;201204;1.0
HAI;201205;3.1
HAI;201206;4.6
HAI;201207;7.4
HAI;201208;4.5
HAI;201209;3.3
HAI;201210;3.0
HAI;201211;0.7
HAI;201212;1.2
HAI;201301;1.3
HAI;201302;1.0
HAI;201303;1.1
HAI;201304;1.1
HAI;201305;3.1
HAI;201306;4.1
HAI;201307;5.1
HAI;201308;2.9
HAI;201309;4.4
HAI;201310;2.1
HAI;201311;1.0
HAI;201312;0.5
HAI;201401;0.7
HAI;201402;1.3
HAI;201403;1.6
HAI;201404;1.7
HAI;201405;2.7
HAI;201406;5.5
HAI;201407;3.9
HAI;201408;3.7
HAI;201409;9.4
HAI;201410;1.4
HAI;201411;1.5
HAI;201412;1.1
HAI;201501;1.7
HAI;201502;0.4
HAI;201503;1.7
HAI;201504;1.3
HAI;201505;3.0
HAI;201506;6.7
HAI;201507;3.9
HAI;201508;6.4
HAI;201509;2.1
HAI;201510;1.2
HAI;201511;6.7
HAI;201512;0.5
HAI;201601;0.7
HAI;201602;1.1
HAI;201603;0.7
HAI;201604;2.3
HAI;201605;4.3
HAI;201606;4.9
HAI;201607;9.8
HAI;201608;8.1
HAI;201609;0.9
HAI;201610;1.9
HAI;201611;1.2
HAI;201612;0.2
HAI;201701;2.7
HAI;201702;0.6
HAI;201703;0.7
HAI;201704;4.9
HAI;201705;2.5
HAI;201706;9.6
HAI;201707;14.8
HAI;201708;24.1
HAI;201709;2.9
HAI;201710;3.0
HAI;201711;2.7
HAI;201712;1.2
HAI;201801;1.6
HAI;201802;0.8
HAI;201803;1.0
HAI;201804;0.6
HAI;201805;14.6
HAI;201806;9.6
HAI;201807;1.2
HAI;201808;7.0
HAI;201809;2.4
HAI;201810;1.3
HAI;201811;0.4
HAI;201812;2.6
HAI;201901;1.1
HAI;201902;1.2
HAI;201903;1.3
HAI;201904;0.9
HAI;201905;3.4
HAI;201906;5.5
HAI;201907;3.8
HAI;201908;5.4
HAI;201909;2.2
HAI;201910;1.7
HAI;201911;1.9
HAI;201912;0.7
HAI;202001;0.9
HAI;202002;1.8
HAI;202003;-
HAI;202004;0.7
HAI;202005;2.0
HAI;202006;9.6
HAI;202007;2.2
HAI;202008;3.1
HAI;202009;3.0
HAI;202010;1.5
HAI;202011;0.5
HAI;202012;0.5
HAI;202101;1.8
HAI;202102;1.1
HAI;202103;2.0
