 

stn;time;rre150yx
BRP;1901;39.5
BRP;1902;41.7
BRP;1903;55.0
BRP;1904;35.0
BRP;1905;35.0
BRP;1906;80.0
BRP;1907;30.0
BRP;1908;68.5
BRP;1909;47.0
BRP;1910;33.0
BRP;1911;100.0
BRP;1912;40.0
BRP;1913;39.6
BRP;1914;43.4
BRP;1915;60.9
BRP;1916;46.8
BRP;1917;52.9
BRP;1918;74.3
BRP;1919;50.4
BRP;1920;57.9
BRP;1921;28.4
BRP;1922;52.3
BRP;1923;37.0
BRP;1924;39.0
BRP;1925;55.0
BRP;1926;100.2
BRP;1927;34.8
BRP;1928;56.2
BRP;1929;32.0
BRP;1930;41.2
BRP;1931;60.5
BRP;1932;31.5
BRP;1933;58.0
BRP;1934;42.7
BRP;1935;64.5
BRP;1936;39.0
BRP;1937;49.2
BRP;1938;41.0
BRP;1939;51.0
BRP;1940;62.0
BRP;1941;28.0
BRP;1942;58.8
BRP;1943;39.0
BRP;1944;50.7
BRP;1945;44.9
BRP;1946;47.2
BRP;1947;50.0
BRP;1948;57.0
BRP;1949;38.4
BRP;1950;51.0
BRP;1951;63.6
BRP;1952;64.5
BRP;1953;43.1
BRP;1954;107.0
BRP;1955;42.4
BRP;1956;59.5
BRP;1957;45.3
BRP;1958;46.7
BRP;1959;61.6
BRP;1960;95.5
BRP;1961;35.9
BRP;1962;40.3
BRP;1963;50.9
BRP;1964;41.5
BRP;1965;64.8
BRP;1966;56.4
BRP;1967;43.9
BRP;1968;51.8
BRP;1969;37.2
BRP;1970;51.2
BRP;1971;49.3
BRP;1972;32.8
BRP;1973;67.1
BRP;1974;41.4
BRP;1975;52.2
BRP;1976;65.1
BRP;1977;56.0
BRP;1978;53.4
BRP;1979;80.2
BRP;1980;67.5
BRP;1981;100.1
BRP;1982;38.1
BRP;1983;63.3
BRP;1984;50.0
BRP;1985;56.0
BRP;1986;39.9
BRP;1987;90.5
BRP;1988;74.4
BRP;1989;40.4
BRP;1990;80.8
BRP;1991;48.1
BRP;1992;57.7
BRP;1993;74.3
BRP;1994;51.6
BRP;1995;50.2
BRP;1996;59.7
BRP;1997;50.8
BRP;1998;32.4
BRP;1999;48.9
BRP;2000;94.7
BRP;2001;54.5
BRP;2002;112.8
BRP;2003;41.5
BRP;2004;37.8
BRP;2005;37.6
BRP;2006;26.5
BRP;2007;63.5
BRP;2008;57.5
BRP;2009;63.3
BRP;2010;58.7
BRP;2011;80.9
BRP;2012;38.7
BRP;2013;58.4
BRP;2014;64.8
