 

stn;time;fu3010m1
TGLOM;201606;48.2
TGLOM;201607;46.4
TGLOM;201608;44.3
TGLOM;201609;40.7
TGLOM;201610;44.3
TGLOM;201611;57.2
TGLOM;201612;44.3
TGLOM;201701;59.4
TGLOM;201702;74.2
TGLOM;201703;57.2
TGLOM;201704;46.4
TGLOM;201705;51.8
TGLOM;201706;57.2
TGLOM;201707;61.2
TGLOM;201708;66.6
TGLOM;201709;59.4
TGLOM;201710;53.6
TGLOM;201711;85.3
TGLOM;201712;72.4
TGLOM;201801;92.5
TGLOM;201802;50.0
TGLOM;201803;50.0
TGLOM;201804;64.8
TGLOM;201805;42.5
TGLOM;201806;48.2
TGLOM;201807;55.4
TGLOM;201808;53.6
TGLOM;201809;66.6
TGLOM;201810;51.8
