 

stn;time;fklnd3m0
DLGAR;196901;0
DLGAR;196902;0
DLGAR;196903;0
DLGAR;196904;0
DLGAR;196905;0
DLGAR;196906;0
DLGAR;196907;0
DLGAR;196908;0
DLGAR;196909;0
DLGAR;196910;0
DLGAR;196911;0
DLGAR;196912;0
DLGAR;197001;0
DLGAR;197002;0
DLGAR;197003;0
DLGAR;197004;0
DLGAR;197005;0
DLGAR;197006;0
DLGAR;197007;0
DLGAR;197008;0
DLGAR;197009;0
DLGAR;197010;0
DLGAR;197011;0
DLGAR;197012;0
DLGAR;197101;0
DLGAR;197102;0
DLGAR;197103;0
DLGAR;197104;0
DLGAR;197105;0
DLGAR;197106;0
DLGAR;197107;0
DLGAR;197108;0
DLGAR;197109;0
DLGAR;197110;0
DLGAR;197111;0
DLGAR;197112;0
DLGAR;197201;0
DLGAR;197202;0
DLGAR;197203;0
DLGAR;197204;0
DLGAR;197205;0
DLGAR;197206;0
DLGAR;197207;0
DLGAR;197208;0
DLGAR;197209;0
DLGAR;197210;0
DLGAR;197211;0
DLGAR;197212;0
DLGAR;197301;0
DLGAR;197302;0
DLGAR;197303;0
DLGAR;197304;0
DLGAR;197305;0
DLGAR;197306;0
DLGAR;197307;0
DLGAR;197308;0
DLGAR;197309;0
DLGAR;197310;0
DLGAR;197311;0
DLGAR;197312;0
DLGAR;197401;0
DLGAR;197402;0
DLGAR;197403;0
DLGAR;197404;0
DLGAR;197405;0
DLGAR;197406;0
DLGAR;197407;0
DLGAR;197408;0
DLGAR;197409;0
DLGAR;197410;0
DLGAR;197411;0
DLGAR;197412;0
DLGAR;197501;0
DLGAR;197502;0
DLGAR;197503;0
DLGAR;197504;0
DLGAR;197505;0
DLGAR;197506;0
DLGAR;197507;0
DLGAR;197508;0
DLGAR;197509;0
DLGAR;197510;0
DLGAR;197511;0
DLGAR;197512;0
DLGAR;197601;0
DLGAR;197602;0
DLGAR;197603;0
DLGAR;197604;0
DLGAR;197605;0
DLGAR;197606;0
DLGAR;197607;0
DLGAR;197608;0
DLGAR;197609;0
DLGAR;197610;0
DLGAR;197611;0
DLGAR;197612;0
DLGAR;197701;0
DLGAR;197702;0
DLGAR;197703;0
DLGAR;197704;0
DLGAR;197705;0
DLGAR;197706;0
DLGAR;197707;0
DLGAR;197708;0
DLGAR;197709;0
DLGAR;197710;0
DLGAR;197711;0
DLGAR;197712;0
DLGAR;197801;0
DLGAR;197802;0
DLGAR;197803;0
DLGAR;197804;0
DLGAR;197805;0
DLGAR;197806;0
DLGAR;197807;0
DLGAR;197808;0
DLGAR;197809;0
DLGAR;197810;0
DLGAR;197811;0
DLGAR;197812;0
DLGAR;197901;0
DLGAR;197902;0
DLGAR;197903;0
DLGAR;197904;0
DLGAR;197905;0
DLGAR;197906;0
DLGAR;197907;0
DLGAR;197908;0
DLGAR;197909;0
DLGAR;197910;0
DLGAR;197911;0
DLGAR;197912;0
DLGAR;198001;0
DLGAR;198002;0
DLGAR;198003;0
DLGAR;198004;0
DLGAR;198005;0
DLGAR;198006;0
DLGAR;198007;0
DLGAR;198008;0
DLGAR;198009;0
DLGAR;198010;0
DLGAR;198011;0
DLGAR;198012;0
DLGAR;198101;0
DLGAR;198102;0
DLGAR;198103;0
DLGAR;198104;0
DLGAR;198105;0
DLGAR;198106;0
DLGAR;198107;0
DLGAR;198108;0
DLGAR;198109;0
DLGAR;198110;0
DLGAR;198111;0
DLGAR;198112;0
DLGAR;198201;0
DLGAR;198202;0
DLGAR;198203;0
DLGAR;198204;0
DLGAR;198205;0
DLGAR;198206;0
DLGAR;198207;0
DLGAR;198208;0
DLGAR;198209;0
DLGAR;198210;0
DLGAR;198211;0
DLGAR;198212;0
DLGAR;198301;0
DLGAR;198302;0
DLGAR;198303;0
DLGAR;198304;0
DLGAR;198305;0
DLGAR;198306;0
DLGAR;198307;0
DLGAR;198308;0
DLGAR;198309;0
DLGAR;198310;0
DLGAR;198311;0
DLGAR;198312;0
DLGAR;198401;0
DLGAR;198402;0
DLGAR;198403;0
DLGAR;198404;0
DLGAR;198405;0
DLGAR;198406;0
DLGAR;198407;0
DLGAR;198408;0
DLGAR;198409;0
DLGAR;198410;0
DLGAR;198411;0
DLGAR;198412;0
DLGAR;198501;0
DLGAR;198502;0
DLGAR;198503;0
DLGAR;198504;0
DLGAR;198505;0
DLGAR;198506;0
DLGAR;198507;0
DLGAR;198508;0
DLGAR;198509;0
DLGAR;198510;0
DLGAR;198511;0
DLGAR;198512;0
DLGAR;198601;0
DLGAR;198602;0
DLGAR;198603;0
DLGAR;198604;0
DLGAR;198605;0
DLGAR;198606;0
DLGAR;198607;0
DLGAR;198608;0
DLGAR;198609;0
DLGAR;198610;0
DLGAR;198611;0
DLGAR;198612;0
DLGAR;198701;0
DLGAR;198702;0
DLGAR;198703;0
DLGAR;198704;0
DLGAR;198705;0
DLGAR;198706;0
DLGAR;198707;0
DLGAR;198708;0
DLGAR;198709;0
DLGAR;198710;0
DLGAR;198711;0
DLGAR;198712;0
DLGAR;198801;0
DLGAR;198802;0
DLGAR;198803;0
DLGAR;198804;0
DLGAR;198805;0
DLGAR;198806;0
DLGAR;198807;0
DLGAR;198808;0
DLGAR;198809;0
DLGAR;198810;0
DLGAR;198811;0
DLGAR;198812;0
DLGAR;198901;0
DLGAR;198902;0
DLGAR;198903;0
DLGAR;198904;0
DLGAR;198905;0
DLGAR;198906;0
DLGAR;198907;0
DLGAR;198908;0
DLGAR;198909;0
DLGAR;198910;0
DLGAR;198911;0
DLGAR;198912;0
DLGAR;199001;0
DLGAR;199002;0
DLGAR;199003;0
DLGAR;199004;0
DLGAR;199005;0
DLGAR;199006;0
DLGAR;199007;0
DLGAR;199008;0
DLGAR;199009;0
DLGAR;199010;0
DLGAR;199011;0
DLGAR;199012;0
DLGAR;199101;0
DLGAR;199102;0
DLGAR;199103;0
DLGAR;199104;0
DLGAR;199105;0
DLGAR;199106;0
DLGAR;199107;0
DLGAR;199108;0
DLGAR;199109;0
DLGAR;199110;0
