 

stn;time;fklnd3m0
LAT;201504;0
LAT;201505;0
LAT;201506;0
LAT;201507;0
LAT;201508;0
LAT;201509;0
LAT;201510;0
LAT;201511;0
LAT;201512;0
LAT;201601;0
LAT;201602;0
LAT;201603;0
LAT;201604;0
LAT;201605;0
LAT;201606;0
LAT;201607;0
LAT;201608;0
LAT;201609;0
LAT;201610;0
LAT;201611;0
LAT;201612;0
LAT;201701;0
LAT;201702;0
LAT;201703;0
LAT;201704;0
LAT;201705;0
LAT;201706;0
LAT;201707;0
LAT;201708;0
LAT;201709;0
LAT;201710;0
LAT;201711;0
LAT;201712;0
LAT;201801;0
LAT;201802;0
LAT;201803;0
LAT;201804;0
LAT;201805;0
LAT;201806;0
LAT;201807;0
LAT;201808;0
LAT;201809;0
LAT;201810;0
LAT;201811;0
LAT;201812;0
LAT;201901;0
LAT;201902;0
LAT;201903;0
LAT;201904;0
LAT;201905;0
LAT;201906;0
LAT;201907;0
LAT;201908;0
LAT;201909;0
LAT;201910;0
LAT;201911;0
LAT;201912;0
LAT;202001;0
LAT;202002;0
LAT;202003;0
LAT;202004;0
LAT;202005;0
LAT;202006;0
LAT;202007;0
LAT;202008;0
LAT;202009;0
LAT;202010;0
LAT;202011;0
LAT;202012;0
LAT;202101;0
LAT;202102;0
LAT;202103;0
