 

stn;time;tnd00xy0
ROB;1959;9
ROB;1960;14
ROB;1961;8
ROB;1962;22
ROB;1963;36
ROB;1964;8
ROB;1965;13
ROB;1966;14
ROB;1967;15
ROB;1968;19
ROB;1969;21
ROB;1970;17
ROB;1971;16
ROB;1972;8
ROB;1973;13
ROB;1974;0
ROB;1975;2
ROB;1976;19
ROB;1977;8
ROB;1978;12
ROB;1979;18
ROB;1980;17
ROB;1981;21
ROB;1982;8
ROB;1983;11
ROB;1984;17
ROB;1985;23
ROB;1986;33
ROB;1987;13
ROB;1988;4
ROB;1989;2
ROB;1990;7
ROB;1991;21
ROB;1992;6
ROB;1993;13
ROB;1994;7
ROB;1995;18
ROB;1996;21
ROB;1997;6
ROB;1998;6
ROB;1999;18
ROB;2000;6
ROB;2001;15
ROB;2002;3
ROB;2003;15
ROB;2004;14
ROB;2005;28
ROB;2006;13
ROB;2007;5
ROB;2008;10
ROB;2009;17
ROB;2010;29
ROB;2011;8
ROB;2012;19
ROB;2013;16
ROB;2014;4
ROB;2015;4
ROB;2016;4
ROB;2017;12
ROB;2018;6
ROB;2019;1
ROB;2020;4
