 

stn;time;tnd00xy0
GEO;1864;35
GEO;1865;17
GEO;1866;5
GEO;1867;25
GEO;1868;11
GEO;1869;10
GEO;1870;33
GEO;1871;43
GEO;1872;7
GEO;1873;14
GEO;1874;21
GEO;1875;24
GEO;1876;20
GEO;1877;5
GEO;1878;15
GEO;1879;34
GEO;1880;28
GEO;1881;19
GEO;1882;23
GEO;1883;10
GEO;1884;9
GEO;1885;20
GEO;1886;12
GEO;1887;35
GEO;1888;19
GEO;1889;31
GEO;1890;39
GEO;1891;29
GEO;1892;22
GEO;1893;23
GEO;1894;14
GEO;1895;36
GEO;1896;18
GEO;1897;12
GEO;1898;8
GEO;1899;13
GEO;1900;7
GEO;1901;20
GEO;1902;16
GEO;1903;10
GEO;1904;10
GEO;1905;12
GEO;1906;18
GEO;1907;15
GEO;1908;23
GEO;1909;17
GEO;1910;2
GEO;1911;10
GEO;1912;8
GEO;1913;6
GEO;1914;27
GEO;1915;9
GEO;1916;3
GEO;1917;32
GEO;1918;16
GEO;1919;16
GEO;1920;7
GEO;1921;2
GEO;1922;13
GEO;1923;2
GEO;1924;22
GEO;1925;13
GEO;1926;10
GEO;1927;6
GEO;1928;1
