 

stn;time;rhh150yx
BAS;1981;19.8
BAS;1982;21.6
BAS;1983;15.7
BAS;1984;17.4
BAS;1985;8.1
BAS;1986;11.9
BAS;1987;12.5
BAS;1988;14.7
BAS;1989;12.6
BAS;1990;13.8
BAS;1991;39.6
BAS;1992;20.2
BAS;1993;25.1
BAS;1994;14.3
BAS;1995;29.4
BAS;1996;32.4
BAS;1997;19.8
BAS;1998;15.6
BAS;1999;20.4
BAS;2000;14.8
BAS;2001;24.4
BAS;2002;13.0
BAS;2003;16.3
BAS;2004;30.1
BAS;2005;13.7
BAS;2006;22.5
BAS;2007;24.9
BAS;2008;20.7
BAS;2009;28.7
BAS;2010;13.4
BAS;2011;15.6
BAS;2012;17.9
BAS;2013;20.7
BAS;2014;20.4
BAS;2015;18.7
BAS;2016;15.5
BAS;2017;25.1
BAS;2018;33.6
BAS;2019;15.3
BAS;2020;9.8
