 

stn;time;rzz150mx
TIBIG;201707;8.2
TIBIG;201708;11.3
TIBIG;201709;2.9
TIBIG;201710;0.8
TIBIG;201711;6.4
TIBIG;201712;1.1
TIBIG;201801;2.1
TIBIG;201802;0.9
TIBIG;201803;3.0
TIBIG;201804;4.4
TIBIG;201805;5.0
TIBIG;201806;15.4
TIBIG;201807;12.0
TIBIG;201808;8.7
TIBIG;201809;1.5
TIBIG;201810;4.0
TIBIG;201811;1.7
TIBIG;201812;1.8
TIBIG;201901;0.6
TIBIG;201902;1.0
TIBIG;201903;2.0
TIBIG;201904;5.6
TIBIG;201905;5.8
TIBIG;201906;16.2
TIBIG;201907;6.2
TIBIG;201908;8.0
TIBIG;201909;3.0
TIBIG;201910;4.2
TIBIG;201911;2.0
TIBIG;201912;1.6
