 

stn;time;hns000y0
GTT;1877;671
GTT;1878;619
GTT;1879;686
GTT;1880;203
GTT;1881;354
GTT;1882;349
GTT;1883;488
GTT;1884;387
GTT;1885;417
GTT;1886;470
GTT;1887;380
GTT;1888;590
GTT;1889;626
GTT;1890;367
GTT;1891;421
GTT;1892;524
GTT;1893;289
GTT;1894;422
GTT;1895;502
GTT;1896;601
GTT;1897;436
GTT;1898;724
GTT;1899;244
GTT;1900;457
GTT;1901;524
GTT;1902;674
GTT;1903;657
GTT;1904;550
GTT;1905;594
GTT;1906;711
GTT;1907;657
GTT;1908;586
GTT;1909;487
GTT;1910;910
GTT;1911;525
GTT;1912;433
GTT;1913;494
GTT;1914;596
GTT;1915;775
