 

stn;time;rhh150mx
IYVAL;200301;2.0
IYVAL;200302;1.2
IYVAL;200303;2.2
IYVAL;200304;3.0
IYVAL;200305;4.8
IYVAL;200306;9.4
IYVAL;200307;24.4
IYVAL;200308;5.8
IYVAL;200309;2.4
IYVAL;200310;7.6
IYVAL;200311;3.6
IYVAL;200312;4.0
IYVAL;200401;2.6
IYVAL;200402;1.4
IYVAL;200403;1.2
IYVAL;200404;1.6
IYVAL;200405;5.4
IYVAL;200406;3.0
IYVAL;200407;9.0
IYVAL;200408;7.2
IYVAL;200409;3.4
IYVAL;200410;6.6
IYVAL;200411;2.4
IYVAL;200412;1.0
IYVAL;200501;1.8
IYVAL;200502;2.0
IYVAL;200503;1.4
IYVAL;200504;1.4
IYVAL;200505;5.2
IYVAL;200506;3.4
IYVAL;200507;8.6
IYVAL;200508;24.2
IYVAL;200509;2.2
IYVAL;200510;6.8
