 

stn;time;rre150yx
MMO;1889;99.5
MMO;1890;60.0
MMO;1891;60.0
MMO;1892;89.5
MMO;1893;49.5
MMO;1894;85.6
MMO;1895;71.0
MMO;1896;60.0
MMO;1897;63.0
MMO;1898;69.5
MMO;1899;52.0
MMO;1900;65.0
MMO;1901;37.5
MMO;1902;41.3
MMO;1903;35.0
MMO;1904;45.3
MMO;1905;36.6
MMO;1906;58.3
MMO;1907;33.1
MMO;1908;43.2
MMO;1909;40.3
MMO;1910;70.2
MMO;1911;27.7
MMO;1912;28.3
MMO;1913;39.3
MMO;1914;34.9
MMO;1915;42.1
MMO;1916;34.7
MMO;1917;63.5
MMO;1918;43.3
MMO;1919;35.0
MMO;1920;27.2
MMO;1921;32.4
MMO;1922;40.5
MMO;1923;45.2
MMO;1924;43.3
MMO;1925;43.3
MMO;1926;43.7
MMO;1927;44.2
MMO;1928;52.0
MMO;1929;46.5
MMO;1930;33.5
MMO;1931;45.2
MMO;1932;42.6
MMO;1933;35.1
MMO;1934;33.3
MMO;1935;53.4
MMO;1936;50.0
MMO;1937;39.0
MMO;1938;72.0
MMO;1939;45.0
MMO;1940;49.0
MMO;1941;25.0
MMO;1942;33.0
MMO;1943;31.0
MMO;1944;47.0
MMO;1945;29.0
MMO;1946;44.2
MMO;1947;55.2
MMO;1948;42.2
MMO;1949;34.4
MMO;1950;56.2
MMO;1951;48.1
MMO;1952;47.2
MMO;1953;45.3
MMO;1954;68.3
MMO;1955;39.8
MMO;1956;47.8
MMO;1957;38.8
MMO;1958;33.0
MMO;1959;38.4
MMO;1960;31.6
MMO;1961;38.1
MMO;1962;30.3
MMO;1963;39.8
MMO;1964;67.7
MMO;1965;36.4
MMO;1966;45.5
MMO;1967;34.6
MMO;1968;61.6
MMO;1969;61.0
MMO;1970;40.0
MMO;1971;35.6
MMO;1972;33.8
MMO;1973;46.4
MMO;1974;42.0
MMO;1975;42.3
MMO;1976;52.0
MMO;1977;39.6
MMO;1978;85.5
MMO;1979;46.6
MMO;1980;50.4
MMO;1981;46.5
MMO;1982;61.2
MMO;1983;43.6
MMO;1984;29.8
MMO;1985;60.5
MMO;1986;62.6
MMO;1987;63.4
MMO;1988;42.5
MMO;1989;48.4
MMO;1990;71.4
MMO;1991;40.5
MMO;1992;64.2
MMO;1993;31.7
MMO;1994;51.5
MMO;1995;47.4
MMO;1996;64.5
MMO;1997;41.1
MMO;1998;37.1
MMO;1999;52.3
MMO;2000;29.5
MMO;2001;39.1
MMO;2002;46.6
MMO;2003;34.4
MMO;2004;42.6
MMO;2005;55.3
MMO;2006;58.8
MMO;2007;71.4
MMO;2008;59.2
MMO;2009;40.5
MMO;2010;88.5
MMO;2011;35.2
MMO;2012;43.8
MMO;2013;43.4
MMO;2014;40.6
MMO;2015;53.0
MMO;2016;33.7
MMO;2017;31.9
MMO;2018;41.4
MMO;2019;35.7
MMO;2020;29.7
