 

stn;time;rs1000m0
SEV;190203;0
SEV;190204;0
SEV;190205;0
SEV;190206;0
SEV;190207;0
SEV;190208;0
SEV;190209;0
SEV;190210;0
SEV;190211;0
SEV;190212;0
SEV;190301;0
SEV;190302;0
SEV;190303;0
SEV;190304;0
SEV;190305;0
SEV;190306;0
SEV;190307;0
SEV;190308;0
SEV;190309;0
SEV;190310;0
SEV;190311;0
SEV;190312;0
SEV;190401;0
SEV;190402;0
SEV;190403;0
SEV;190404;0
SEV;190405;0
SEV;190406;0
SEV;190407;0
SEV;190408;0
SEV;190409;0
SEV;190410;0
SEV;190411;0
SEV;190412;0
SEV;190501;0
SEV;190502;0
SEV;190503;0
SEV;190504;0
SEV;190505;0
SEV;190506;0
SEV;190507;0
SEV;190508;0
SEV;190509;0
SEV;190510;0
SEV;190511;0
SEV;190512;0
SEV;190601;0
SEV;190602;0
SEV;190603;0
SEV;190604;0
SEV;190605;0
SEV;190606;0
SEV;190607;0
SEV;190608;0
SEV;190609;0
SEV;190610;0
SEV;190611;0
SEV;190612;0
SEV;190701;0
SEV;190702;0
SEV;190703;0
SEV;190704;0
SEV;190705;0
SEV;190706;0
SEV;190707;0
SEV;190708;0
SEV;190709;0
SEV;190710;0
SEV;190711;0
SEV;190712;0
SEV;190801;0
SEV;190802;0
SEV;190803;0
SEV;190804;0
SEV;190805;0
SEV;190806;0
SEV;190807;0
SEV;190808;0
SEV;190809;0
SEV;190810;0
SEV;190811;0
SEV;190812;0
SEV;190901;0
SEV;190902;0
SEV;190903;0
SEV;190904;0
SEV;190905;0
SEV;190906;0
SEV;190907;0
SEV;190908;0
SEV;190909;0
SEV;190910;0
SEV;190911;0
SEV;190912;0
SEV;191001;0
SEV;191002;0
SEV;191003;0
SEV;191004;0
SEV;191005;0
SEV;191006;0
SEV;191007;0
SEV;191008;0
SEV;191009;0
SEV;191010;0
SEV;191011;0
SEV;191012;0
SEV;191101;0
SEV;191102;0
SEV;191103;0
SEV;191104;0
SEV;191105;0
SEV;191106;0
SEV;191107;0
SEV;191108;0
SEV;191109;0
