 

stn;time;tre200y0
MAG;1954;10.4
MAG;1955;10.9
MAG;1956;10.0
MAG;1957;10.6
MAG;1958;11.0
MAG;1959;11.4
MAG;1960;10.5
MAG;1961;11.3
MAG;1962;10.7
MAG;1963;10.3
MAG;1964;11.2
MAG;1965;10.5
MAG;1966;11.0
MAG;1967;11.0
MAG;1968;10.7
MAG;1969;10.4
MAG;1970;10.6
MAG;1971;10.6
MAG;1972;10.6
MAG;1973;11.0
MAG;1974;11.0
MAG;1975;11.0
MAG;1976;11.4
MAG;1977;10.5
MAG;1978;10.2
MAG;1979;11.1
MAG;1980;10.4
MAG;1981;10.8
MAG;1982;11.2
MAG;1983;10.9
MAG;1984;10.4
MAG;1985;10.6
MAG;1986;11.1
MAG;1987;11.0
MAG;1988;11.6
MAG;1989;11.5
MAG;1990;11.6
MAG;1991;11.6
MAG;1992;11.9
MAG;1993;11.7
MAG;1994;12.8
MAG;1995;12.3
MAG;1996;11.9
MAG;1997;11.9
MAG;1998;11.5
MAG;1999;11.8
MAG;2000;12.1
MAG;2001;11.6
MAG;2002;11.8
MAG;2003;12.5
MAG;2004;11.8
MAG;2005;11.6
MAG;2006;11.8
MAG;2007;12.3
MAG;2008;11.7
MAG;2009;12.2
MAG;2010;11.4
MAG;2011;12.2
MAG;2012;11.9
MAG;2013;11.7
MAG;2014;12.4
MAG;2015;12.4
MAG;2016;12.1
MAG;2017;12.1
MAG;2018;13.0
MAG;2019;12.7
MAG;2020;12.5
