 

stn;time;rre150y0
FRI;1926;935.4
FRI;1927;1118.6
FRI;1928;976.6
FRI;1929;812.8
FRI;1930;1293.2
FRI;1931;1318.3
FRI;1932;931.9
FRI;1933;972.7
FRI;1934;853.8
FRI;1935;1274.9
FRI;1936;1212.9
FRI;1937;1044.4
FRI;1938;963.1
FRI;1939;1495.0
FRI;1940;1386.4
FRI;1941;1036.1
FRI;1942;1040.5
FRI;1943;797.9
FRI;1944;1160.2
FRI;1945;1099.0
FRI;1946;985.3
FRI;1947;848.7
FRI;1948;1061.7
FRI;1949;806.8
FRI;1950;1065.7
FRI;1951;1211.3
FRI;1952;1357.3
FRI;1953;698.7
FRI;1954;1128.3
FRI;1955;1109.8
FRI;1956;1238.8
FRI;1957;1022.4
FRI;1958;1146.2
FRI;1959;931.6
FRI;1960;1131.4
FRI;1961;1045.5
FRI;1962;892.0
FRI;1963;1005.6
FRI;1964;933.6
FRI;1965;1425.9
FRI;1966;1188.5
FRI;1967;864.0
FRI;1968;1125.8
FRI;1969;1023.2
FRI;1970;1229.9
FRI;1971;787.9
FRI;1972;809.1
FRI;1973;890.8
FRI;1974;1052.6
FRI;1975;935.3
FRI;1976;772.8
FRI;1977;1180.4
FRI;1978;1019.4
FRI;1979;1115.8
FRI;1980;992.7
FRI;1981;1410.3
FRI;1982;1210.9
FRI;1983;997.5
FRI;1984;977.5
FRI;1985;892.6
FRI;1986;1276.5
FRI;1987;1217.0
FRI;1988;1234.9
FRI;1989;819.0
FRI;1990;1172.2
FRI;1991;901.2
FRI;1992;1097.7
FRI;1993;967.9
FRI;1994;1145.9
FRI;1995;1297.8
FRI;1996;1005.2
FRI;1997;924.8
FRI;1998;1126.1
FRI;1999;1357.8
FRI;2000;1037.3
FRI;2001;1386.0
FRI;2002;1194.9
FRI;2003;674.1
FRI;2004;1029.6
FRI;2005;898.9
FRI;2006;1228.8
FRI;2007;1084.0
FRI;2008;973.5
FRI;2009;1026.6
FRI;2010;998.2
FRI;2011;760.6
FRI;2012;1286.4
FRI;2013;1106.2
FRI;2014;976.1
FRI;2015;764.9
FRI;2016;1110.7
FRI;2017;1012.0
FRI;2018;915.2
FRI;2019;955.1
FRI;2020;926.2
