 

stn;time;rhh150yx
GOE;1989;17.4
GOE;1990;30.3
GOE;1991;13.2
GOE;1992;17.1
GOE;1993;19.1
GOE;1994;18.9
GOE;1995;28.8
GOE;1996;15.1
GOE;1997;12.6
GOE;1998;18.2
GOE;1999;18.3
GOE;2000;12.6
GOE;2001;14.0
GOE;2002;24.9
GOE;2003;19.2
GOE;2004;17.7
GOE;2005;16.4
GOE;2006;12.3
GOE;2007;18.1
GOE;2008;30.7
GOE;2009;28.8
GOE;2010;17.0
GOE;2011;38.8
GOE;2012;24.2
GOE;2013;34.8
GOE;2014;25.0
GOE;2015;27.0
