 

stn;time;tnd00xy0
DLOBD;1946;30
DLOBD;1947;39
DLOBD;1948;20
DLOBD;1949;22
DLOBD;1950;31
DLOBD;1951;8
DLOBD;1952;39
DLOBD;1953;33
DLOBD;1954;30
DLOBD;1955;26
DLOBD;1956;51
DLOBD;1957;15
DLOBD;1958;29
DLOBD;1959;17
DLOBD;1960;28
DLOBD;1961;22
DLOBD;1962;41
DLOBD;1963;53
DLOBD;1964;31
DLOBD;1965;35
DLOBD;1966;32
DLOBD;1967;26
DLOBD;1968;32
DLOBD;1969;43
DLOBD;1970;36
DLOBD;1971;31
DLOBD;1972;14
DLOBD;1973;30
DLOBD;1974;6
DLOBD;1975;18
DLOBD;1976;29
DLOBD;1977;23
DLOBD;1978;26
DLOBD;1979;23
DLOBD;1980;34
DLOBD;1981;37
DLOBD;1982;15
DLOBD;1983;26
DLOBD;1984;25
DLOBD;1985;43
DLOBD;1986;39
DLOBD;1987;39
DLOBD;1988;12
DLOBD;1989;7
DLOBD;1990;16
DLOBD;1991;23
DLOBD;1992;19
DLOBD;1993;29
DLOBD;1994;15
DLOBD;1995;29
DLOBD;1996;36
DLOBD;1997;15
DLOBD;1998;35
DLOBD;1999;34
DLOBD;2000;14
DLOBD;2001;29
DLOBD;2002;16
DLOBD;2003;35
DLOBD;2004;30
DLOBD;2005;52
DLOBD;2006;43
DLOBD;2007;23
DLOBD;2008;18
DLOBD;2009;28
DLOBD;2010;47
DLOBD;2011;14
DLOBD;2012;30
DLOBD;2013;29
DLOBD;2014;4
DLOBD;2015;13
