 

stn;time;tre200y0
DIS;1959;7.9
DIS;1960;6.9
DIS;1961;7.8
DIS;1962;6.0
DIS;1963;6.0
DIS;1964;7.3
DIS;1965;5.9
DIS;1966;6.7
DIS;1967;6.7
DIS;1968;6.5
DIS;1969;6.5
DIS;1970;6.2
DIS;1971;7.0
DIS;1972;7.1
DIS;1973;6.6
DIS;1974;6.2
DIS;1975;6.1
DIS;1976;6.2
DIS;1977;6.3
DIS;1978;5.7
DIS;1979;6.0
DIS;1980;5.2
DIS;1981;5.6
DIS;1982;6.7
DIS;1983;6.6
DIS;1984;5.6
DIS;1985;5.6
DIS;1986;5.9
DIS;1987;6.0
DIS;1988;6.5
DIS;1989;7.4
DIS;1990;7.2
DIS;1991;6.4
DIS;1992;7.0
DIS;1993;6.5
DIS;1994;7.7
DIS;1995;6.5
DIS;1996;6.3
DIS;1997;7.4
DIS;1998;6.7
DIS;1999;6.5
DIS;2000;7.1
DIS;2001;6.6
DIS;2002;7.4
DIS;2003;7.8
DIS;2004;6.7
DIS;2005;6.2
DIS;2006;7.5
DIS;2007;7.3
DIS;2008;6.9
DIS;2009;7.0
DIS;2010;5.9
DIS;2011;8.0
DIS;2012;6.7
DIS;2013;6.6
DIS;2014;7.8
DIS;2015;7.9
DIS;2016;7.5
DIS;2017;7.2
DIS;2018;8.2
DIS;2019;7.7
DIS;2020;8.2
