 

stn;time;rti150yx
BRI;1961;19610423
BRI;1962;19621107
BRI;1963;19631105
BRI;1964;19640419
BRI;1965;19650326
BRI;1966;19660208
BRI;1967;19670220
BRI;1968;19681102
BRI;1969;19690505
BRI;1970;19700203
BRI;1971;19710320
BRI;1972;19720611
BRI;1973;19730620
BRI;1974;19741019
BRI;1975;19750309
BRI;1976;19761012
BRI;1977;19770430
BRI;1978;19780807
BRI;1979;19790315
BRI;1980;19801017
BRI;1981;19810331
BRI;1982;19820129
BRI;1983;19831126
BRI;1984;19840603
BRI;1985;19850513
BRI;1986;19860131
BRI;1987;19871011
BRI;1988;19881204
BRI;1989;19890404
BRI;1990;19900214
BRI;1991;19911221
BRI;1992;19920602
BRI;1993;19930924
BRI;1994;19941105
BRI;1995;19950110
BRI;1996;19960502
BRI;1997;19970629
BRI;1998;19981024
BRI;1999;19990304
BRI;2000;20001014
BRI;2001;20010203
BRI;2002;20020502
