 

stn;time;rzz150mx
BUF;201012;1.1
BUF;201101;0.4
BUF;201102;0.3
BUF;201103;0.4
BUF;201104;0.6
BUF;201105;3.4
BUF;201106;4.2
BUF;201107;3.7
BUF;201108;3.4
BUF;201109;3.2
BUF;201110;1.3
BUF;201111;0.6
BUF;201112;0.8
BUF;201201;2.1
BUF;201202;0.1
BUF;201203;0.5
BUF;201204;1.0
BUF;201205;0.8
BUF;201206;2.2
BUF;201207;3.4
BUF;201208;2.6
BUF;201209;2.2
BUF;201210;1.1
BUF;201211;1.8
BUF;201212;1.8
BUF;201301;0.5
BUF;201302;0.4
BUF;201303;0.5
BUF;201304;1.2
BUF;201305;1.5
BUF;201306;1.9
BUF;201307;7.4
BUF;201308;1.4
BUF;201309;1.3
BUF;201310;1.7
BUF;201311;1.8
BUF;201312;0.6
BUF;201401;1.1
BUF;201402;0.6
BUF;201403;0.7
BUF;201404;0.9
BUF;201405;1.0
BUF;201406;4.7
BUF;201407;3.8
BUF;201408;2.9
BUF;201409;1.8
BUF;201410;1.1
BUF;201411;2.0
BUF;201412;0.8
BUF;201501;1.1
BUF;201502;0.4
BUF;201503;0.6
BUF;201504;0.5
BUF;201505;1.7
BUF;201506;4.2
