 

stn;time;hto000y0
CDF;1931;11
CDF;1932;2
CDF;1933;2
CDF;1934;5
CDF;1935;12
CDF;1936;2
CDF;1937;3
CDF;1938;7
CDF;1939;9
CDF;1940;5
CDF;1941;16
CDF;1942;15
CDF;1943;9
CDF;1944;11
CDF;1945;8
CDF;1946;5
CDF;1947;6
CDF;1948;1
CDF;1949;6
CDF;1950;3
CDF;1951;8
CDF;1952;18
CDF;1953;14
CDF;1954;8
CDF;1955;5
CDF;1956;2
CDF;1957;2
CDF;1958;8
CDF;1959;4
CDF;1960;2
CDF;1961;4
CDF;1962;8
CDF;1963;18
CDF;1964;3
CDF;1965;12
CDF;1966;8
CDF;1967;4
CDF;1968;18
CDF;1969;16
CDF;1970;19
CDF;1971;6
CDF;1972;3
CDF;1973;14
CDF;1974;4
CDF;1975;3
CDF;1976;8
CDF;1977;7
CDF;1978;15
CDF;1979;4
CDF;1980;13
CDF;1981;33
CDF;1982;7
CDF;1983;4
CDF;1984;23
CDF;1985;6
CDF;1986;15
CDF;1987;16
CDF;1988;15
CDF;1989;4
