 

stn;time;rre150yx
BLS;1973;59.4
BLS;1974;38.6
BLS;1975;77.2
BLS;1976;71.4
BLS;1977;74.6
BLS;1978;121.3
BLS;1979;92.4
BLS;1980;39.1
BLS;1981;82.7
BLS;1982;77.1
BLS;1983;71.6
BLS;1984;108.9
BLS;1985;75.1
BLS;1986;73.1
BLS;1987;55.9
BLS;1988;65.9
BLS;1989;67.1
BLS;1990;52.8
BLS;1991;73.6
BLS;1992;49.5
BLS;1993;79.0
BLS;1994;55.8
BLS;1995;59.4
BLS;1996;44.0
BLS;1997;64.6
BLS;1998;56.0
BLS;1999;106.8
BLS;2000;76.0
BLS;2001;53.7
BLS;2002;73.4
BLS;2003;51.0
BLS;2004;51.8
BLS;2005;107.6
BLS;2006;54.5
BLS;2007;55.3
BLS;2008;82.6
BLS;2009;75.0
BLS;2010;66.5
BLS;2011;60.9
BLS;2012;55.7
BLS;2013;95.5
BLS;2014;49.3
BLS;2015;71.8
BLS;2016;58.9
BLS;2017;93.7
BLS;2018;76.5
BLS;2019;56.2
BLS;2020;75.7
