 

stn;time;rhs150m0
ILZ;189201;55.3
ILZ;189202;121.7
ILZ;189203;28.2
ILZ;189204;52.2
ILZ;189205;15.3
ILZ;189206;139.4
ILZ;189207;81.3
ILZ;189208;37.6
ILZ;189209;101.2
ILZ;189210;114.5
ILZ;189211;13.3
ILZ;189212;19.4
ILZ;189301;62.8
ILZ;189302;82.4
ILZ;189303;21.5
ILZ;189304;7.6
ILZ;189305;37.6
ILZ;189306;100.5
ILZ;189307;124.8
ILZ;189308;23.2
ILZ;189309;105.4
ILZ;189310;46.9
ILZ;189311;61.9
ILZ;189312;30.2
ILZ;189401;15.0
ILZ;189402;75.4
ILZ;189403;43.3
ILZ;189404;49.6
ILZ;189405;76.6
ILZ;189406;59.2
ILZ;189407;156.3
ILZ;189408;125.7
ILZ;189409;133.8
ILZ;189410;40.4
ILZ;189411;28.4
ILZ;189412;44.3
ILZ;189501;119.1
ILZ;189502;4.4
ILZ;189503;60.0
ILZ;189504;29.8
ILZ;189505;96.3
ILZ;189506;52.1
ILZ;189507;64.7
ILZ;189508;110.9
ILZ;189509;7.9
ILZ;189510;61.4
ILZ;189511;28.7
ILZ;189512;144.9
ILZ;189601;41.5
ILZ;189602;38.4
ILZ;189603;201.9
ILZ;189604;98.7
ILZ;189605;33.7
ILZ;189606;68.4
ILZ;189607;118.1
ILZ;189608;89.5
ILZ;189609;156.3
ILZ;189610;280.0
ILZ;189611;59.4
ILZ;189612;38.9
ILZ;189701;25.0
ILZ;189702;120.9
ILZ;189703;67.5
ILZ;189704;38.3
ILZ;189705;74.6
ILZ;189706;50.6
ILZ;189707;92.8
ILZ;189708;242.3
ILZ;189709;214.1
ILZ;189710;8.0
ILZ;189711;25.1
ILZ;189712;40.3
ILZ;189801;6.2
ILZ;189802;157.6
ILZ;189803;53.1
ILZ;189804;47.6
ILZ;189805;152.0
ILZ;189806;147.2
ILZ;189807;53.5
ILZ;189808;97.7
ILZ;189809;6.9
ILZ;189810;83.1
ILZ;189811;151.1
ILZ;189812;25.2
ILZ;189901;212.2
ILZ;189902;4.2
ILZ;189903;44.0
ILZ;189904;111.6
ILZ;189905;83.5
ILZ;189906;38.6
ILZ;189907;34.3
ILZ;189908;45.5
ILZ;189909;117.9
ILZ;189910;11.4
ILZ;189911;1.7
ILZ;189912;59.0
ILZ;190001;89.8
ILZ;190002;96.5
ILZ;190003;32.3
ILZ;190004;57.6
ILZ;190005;101.7
ILZ;190006;33.3
ILZ;190007;112.5
ILZ;190008;191.7
ILZ;190009;28.0
ILZ;190010;15.0
ILZ;190011;89.4
ILZ;190012;83.4
ILZ;190101;46.3
ILZ;190102;14.7
ILZ;190103;78.7
ILZ;190104;133.1
ILZ;190105;68.8
ILZ;190106;157.0
ILZ;190107;164.2
ILZ;190108;107.5
ILZ;190109;98.9
ILZ;190110;70.0
ILZ;190111;21.0
ILZ;190112;81.2
ILZ;190201;53.7
ILZ;190202;24.5
ILZ;190203;168.3
ILZ;190204;29.2
ILZ;190205;81.9
ILZ;190206;72.5
ILZ;190207;75.5
ILZ;190208;103.4
ILZ;190209;114.1
ILZ;190210;88.6
ILZ;190211;5.4
ILZ;190212;119.4
ILZ;190301;42.7
ILZ;190302;25.5
ILZ;190303;53.2
ILZ;190304;78.7
ILZ;190305;110.3
ILZ;190306;64.3
ILZ;190307;96.5
ILZ;190308;122.7
ILZ;190309;65.7
ILZ;190310;104.7
ILZ;190311;99.4
ILZ;190312;60.2
ILZ;190401;10.5
ILZ;190402;84.5
ILZ;190403;50.4
ILZ;190404;69.0
ILZ;190405;151.0
ILZ;190406;71.2
ILZ;190407;35.7
ILZ;190408;49.6
ILZ;190409;74.8
ILZ;190410;25.8
ILZ;190411;56.0
ILZ;190412;43.3
ILZ;190501;45.1
ILZ;190502;20.6
ILZ;190503;78.4
