 

stn;time;tre200y0
ENG;1864;4.6
ENG;1865;6.0
ENG;1866;6.3
ENG;1867;5.9
ENG;1868;6.5
ENG;1869;5.9
ENG;1870;5.0
ENG;1871;4.5
ENG;1872;6.7
ENG;1873;6.0
ENG;1874;5.5
ENG;1875;5.5
ENG;1876;6.1
ENG;1877;6.1
ENG;1878;5.4
ENG;1879;4.8
ENG;1880;6.2
ENG;1881;5.8
ENG;1882;5.9
ENG;1883;5.4
ENG;1884;6.0
ENG;1885;5.7
ENG;1886;5.7
ENG;1887;4.7
ENG;1888;5.2
ENG;1889;4.6
ENG;1890;4.6
ENG;1891;4.6
ENG;1892;5.4
ENG;1893;5.5
ENG;1894;5.4
ENG;1895;5.1
ENG;1896;4.6
ENG;1897;5.9
ENG;1898;6.1
ENG;1899;6.1
ENG;1900;6.0
ENG;1901;4.8
ENG;1902;5.2
ENG;1903;5.4
ENG;1904;6.1
ENG;1905;4.9
ENG;1906;5.2
ENG;1907;5.3
ENG;1908;5.1
ENG;1909;4.6
ENG;1910;5.5
ENG;1911;6.2
ENG;1912;5.5
ENG;1913;6.0
ENG;1914;5.4
ENG;1915;5.3
ENG;1916;5.8
ENG;1917;4.7
ENG;1918;5.8
ENG;1919;5.0
ENG;1920;6.5
ENG;1921;6.4
ENG;1922;5.0
ENG;1923;5.8
ENG;1924;5.3
ENG;1925;5.4
ENG;1926;6.5
ENG;1927;6.0
ENG;1928;6.4
ENG;1929;5.6
ENG;1930;6.6
ENG;1931;5.1
ENG;1932;5.8
ENG;1933;5.3
ENG;1934;6.5
ENG;1935;5.6
ENG;1936;6.1
ENG;1937;6.3
ENG;1938;5.8
ENG;1939;5.6
ENG;1940;4.9
ENG;1941;5.0
ENG;1942;5.6
ENG;1943;6.7
ENG;1944;5.4
ENG;1945;6.2
ENG;1946;6.2
ENG;1947;7.1
ENG;1948;6.7
ENG;1949;6.6
ENG;1950;6.5
ENG;1951;6.3
ENG;1952;5.9
ENG;1953;6.1
ENG;1954;5.3
ENG;1955;5.7
ENG;1956;4.4
ENG;1957;6.1
ENG;1958;5.9
ENG;1959;6.7
ENG;1960;6.1
ENG;1961;6.9
ENG;1962;5.0
ENG;1963;4.9
ENG;1964;6.0
ENG;1965;5.2
ENG;1966;6.2
ENG;1967;6.2
ENG;1968;5.7
ENG;1969;5.3
ENG;1970;5.3
ENG;1971;5.7
ENG;1972;5.6
ENG;1973;5.5
ENG;1974;6.0
ENG;1975;5.7
ENG;1976;5.8
ENG;1977;6.2
ENG;1978;5.5
ENG;1979;5.9
ENG;1980;5.1
ENG;1981;5.8
ENG;1982;6.7
ENG;1983;6.5
ENG;1984;5.5
ENG;1985;5.2
ENG;1986;5.8
ENG;1987;5.6
ENG;1988;6.5
ENG;1989;6.9
ENG;1990;6.9
ENG;1991;5.7
ENG;1992;6.6
ENG;1993;6.2
ENG;1994;7.5
ENG;1995;6.2
ENG;1996;5.6
ENG;1997;6.8
ENG;1998;6.4
ENG;1999;6.3
ENG;2000;7.1
ENG;2001;6.3
ENG;2002;7.1
ENG;2003;7.1
ENG;2004;6.3
ENG;2005;5.8
ENG;2006;7.0
ENG;2007;7.0
ENG;2008;6.6
ENG;2009;6.8
ENG;2010;5.6
ENG;2011;7.5
ENG;2012;6.7
ENG;2013;6.2
ENG;2014;7.7
ENG;2015;7.7
ENG;2016;7.3
ENG;2017;7.2
ENG;2018;8.0
ENG;2019;7.6
ENG;2020;7.9
