 

stn;time;rs1000m0
DLDIG;195101;0
DLDIG;195102;0
DLDIG;195103;0
DLDIG;195104;0
DLDIG;195105;0
DLDIG;195106;0
DLDIG;195107;0
DLDIG;195108;0
DLDIG;195109;0
DLDIG;195110;0
DLDIG;195111;0
DLDIG;195112;0
DLDIG;195201;0
DLDIG;195202;0
DLDIG;195203;0
DLDIG;195204;0
DLDIG;195205;0
DLDIG;195206;0
DLDIG;195207;0
DLDIG;195208;0
DLDIG;195209;0
DLDIG;195210;0
DLDIG;195211;0
DLDIG;195212;0
DLDIG;195301;0
DLDIG;195302;0
DLDIG;195303;0
DLDIG;195304;0
DLDIG;195305;0
DLDIG;195306;0
DLDIG;195307;0
DLDIG;195308;0
DLDIG;195309;0
DLDIG;195310;0
DLDIG;195311;0
DLDIG;195312;0
DLDIG;195401;0
DLDIG;195402;0
DLDIG;195403;0
DLDIG;195404;0
DLDIG;195405;0
DLDIG;195406;0
DLDIG;195407;0
DLDIG;195408;0
DLDIG;195409;0
DLDIG;195410;0
DLDIG;195411;0
DLDIG;195412;0
DLDIG;195501;0
DLDIG;195502;0
DLDIG;195503;0
DLDIG;195504;0
DLDIG;195505;0
DLDIG;195506;0
DLDIG;195507;0
DLDIG;195508;0
DLDIG;195509;0
DLDIG;195510;0
DLDIG;195511;0
DLDIG;195512;0
DLDIG;195601;0
DLDIG;195602;0
DLDIG;195603;0
DLDIG;195604;0
DLDIG;195605;0
DLDIG;195606;0
DLDIG;195607;0
DLDIG;195608;0
DLDIG;195609;0
DLDIG;195610;0
DLDIG;195611;0
DLDIG;195612;0
DLDIG;195701;0
DLDIG;195702;0
DLDIG;195703;0
DLDIG;195704;0
DLDIG;195705;0
DLDIG;195706;0
DLDIG;195707;0
DLDIG;195708;0
DLDIG;195709;0
DLDIG;195710;0
DLDIG;195711;0
DLDIG;195712;0
DLDIG;195801;0
DLDIG;195802;0
DLDIG;195803;0
DLDIG;195804;0
DLDIG;195805;0
DLDIG;195806;0
DLDIG;195807;0
DLDIG;195808;0
DLDIG;195809;0
DLDIG;195810;0
DLDIG;195811;0
DLDIG;195812;0
DLDIG;195901;0
DLDIG;195902;0
DLDIG;195903;0
DLDIG;195904;0
DLDIG;195905;0
DLDIG;195906;0
DLDIG;195907;0
DLDIG;195908;0
DLDIG;195909;0
DLDIG;195910;0
DLDIG;195911;0
DLDIG;195912;0
DLDIG;196001;0
DLDIG;196002;0
DLDIG;196003;0
DLDIG;196004;0
DLDIG;196005;0
DLDIG;196006;0
DLDIG;196007;0
DLDIG;196008;0
DLDIG;196009;0
DLDIG;196010;0
DLDIG;196011;0
DLDIG;196012;0
DLDIG;196101;0
DLDIG;196102;0
DLDIG;196103;0
DLDIG;196104;0
DLDIG;196105;0
DLDIG;196106;0
DLDIG;196107;0
DLDIG;196108;0
DLDIG;196109;0
DLDIG;196110;0
DLDIG;196111;0
DLDIG;196112;0
DLDIG;196201;0
DLDIG;196202;0
DLDIG;196203;0
DLDIG;196204;0
DLDIG;196205;0
DLDIG;196206;0
DLDIG;196207;0
DLDIG;196208;0
DLDIG;196209;0
DLDIG;196210;0
DLDIG;196211;0
DLDIG;196212;0
DLDIG;196301;0
DLDIG;196302;0
DLDIG;196303;0
DLDIG;196304;0
DLDIG;196305;0
DLDIG;196306;0
DLDIG;196307;0
DLDIG;196308;0
DLDIG;196309;0
DLDIG;196310;0
DLDIG;196311;0
DLDIG;196312;0
DLDIG;196401;0
DLDIG;196402;0
DLDIG;196403;0
DLDIG;196404;0
DLDIG;196405;0
DLDIG;196406;0
DLDIG;196407;0
DLDIG;196408;0
DLDIG;196409;0
DLDIG;196410;0
DLDIG;196411;0
DLDIG;196412;0
DLDIG;196501;0
DLDIG;196502;0
DLDIG;196503;0
DLDIG;196504;0
DLDIG;196505;0
DLDIG;196506;0
DLDIG;196507;0
DLDIG;196508;0
DLDIG;196509;0
DLDIG;196510;0
DLDIG;196511;0
DLDIG;196512;0
DLDIG;196601;0
DLDIG;196602;0
DLDIG;196603;0
DLDIG;196604;0
DLDIG;196605;0
DLDIG;196606;0
DLDIG;196607;0
DLDIG;196608;0
DLDIG;196609;0
DLDIG;196610;0
DLDIG;196611;0
DLDIG;196612;0
DLDIG;196701;0
DLDIG;196702;0
DLDIG;196703;0
DLDIG;196704;0
DLDIG;196705;0
DLDIG;196706;0
DLDIG;196707;0
DLDIG;196708;0
DLDIG;196709;0
DLDIG;196710;0
DLDIG;196711;0
DLDIG;196712;0
DLDIG;196801;0
DLDIG;196802;0
DLDIG;196803;0
DLDIG;196804;0
DLDIG;196805;0
DLDIG;196806;0
DLDIG;196807;0
DLDIG;196808;0
DLDIG;196809;0
DLDIG;196810;0
DLDIG;196811;0
DLDIG;196812;0
DLDIG;196901;0
DLDIG;196902;0
DLDIG;196903;0
DLDIG;196904;0
DLDIG;196905;0
DLDIG;196906;0
DLDIG;196907;0
DLDIG;196908;0
DLDIG;196909;0
DLDIG;196910;0
DLDIG;196911;0
DLDIG;196912;0
DLDIG;197001;0
DLDIG;197002;0
DLDIG;197003;0
DLDIG;197004;0
DLDIG;197005;0
DLDIG;197006;0
DLDIG;197007;0
DLDIG;197008;0
DLDIG;197009;0
DLDIG;197010;0
DLDIG;197011;0
DLDIG;197012;0
DLDIG;197101;0
DLDIG;197102;0
DLDIG;197103;0
DLDIG;197104;0
DLDIG;197105;0
DLDIG;197106;0
DLDIG;197107;0
DLDIG;197108;0
DLDIG;197109;0
DLDIG;197110;0
DLDIG;197111;0
DLDIG;197112;0
DLDIG;197201;0
DLDIG;197202;0
DLDIG;197203;0
DLDIG;197204;0
DLDIG;197205;0
DLDIG;197206;0
DLDIG;197207;0
DLDIG;197208;0
DLDIG;197209;0
DLDIG;197210;0
DLDIG;197211;0
DLDIG;197212;0
DLDIG;197301;0
DLDIG;197302;0
DLDIG;197303;0
DLDIG;197304;0
DLDIG;197305;0
DLDIG;197306;0
DLDIG;197307;0
DLDIG;197308;0
DLDIG;197309;0
DLDIG;197310;0
DLDIG;197311;0
DLDIG;197312;0
DLDIG;197401;0
DLDIG;197402;0
DLDIG;197403;0
DLDIG;197404;0
DLDIG;197405;0
DLDIG;197406;0
DLDIG;197407;0
DLDIG;197408;0
DLDIG;197409;0
DLDIG;197410;0
DLDIG;197411;0
DLDIG;197412;0
DLDIG;197501;0
DLDIG;197502;0
DLDIG;197503;0
DLDIG;197504;0
DLDIG;197505;0
DLDIG;197506;0
DLDIG;197507;0
DLDIG;197508;0
DLDIG;197509;0
DLDIG;197510;0
DLDIG;197511;0
DLDIG;197512;0
DLDIG;197601;0
DLDIG;197602;0
DLDIG;197603;0
DLDIG;197604;0
DLDIG;197605;0
DLDIG;197606;0
DLDIG;197607;0
DLDIG;197608;0
DLDIG;197609;0
DLDIG;197610;0
DLDIG;197611;0
DLDIG;197612;0
DLDIG;197701;0
DLDIG;197702;0
DLDIG;197703;0
DLDIG;197704;0
DLDIG;197705;0
DLDIG;197706;0
DLDIG;197707;0
DLDIG;197708;0
DLDIG;197709;0
DLDIG;197710;0
DLDIG;197711;0
DLDIG;197712;0
DLDIG;197801;0
DLDIG;197802;0
DLDIG;197803;0
DLDIG;197804;0
DLDIG;197805;0
DLDIG;197806;0
DLDIG;197807;0
DLDIG;197808;0
DLDIG;197809;0
DLDIG;197810;0
DLDIG;197811;0
DLDIG;197812;0
DLDIG;197901;0
DLDIG;197902;0
DLDIG;197903;0
DLDIG;197904;0
DLDIG;197905;0
DLDIG;197906;0
DLDIG;197907;0
DLDIG;197908;0
DLDIG;197909;0
DLDIG;197910;0
DLDIG;197911;0
DLDIG;197912;0
DLDIG;198001;0
DLDIG;198002;0
DLDIG;198003;0
DLDIG;198004;0
DLDIG;198005;0
DLDIG;198006;0
DLDIG;198007;0
DLDIG;198008;0
DLDIG;198009;0
DLDIG;198010;0
DLDIG;198011;0
DLDIG;198012;0
DLDIG;198101;0
DLDIG;198102;0
DLDIG;198103;0
DLDIG;198104;0
DLDIG;198105;0
DLDIG;198106;0
DLDIG;198107;0
DLDIG;198108;0
DLDIG;198109;0
DLDIG;198110;0
DLDIG;198111;0
DLDIG;198112;0
DLDIG;198201;0
DLDIG;198202;0
DLDIG;198203;0
DLDIG;198204;0
DLDIG;198205;0
DLDIG;198206;0
DLDIG;198207;0
DLDIG;198208;0
DLDIG;198209;0
DLDIG;198210;0
DLDIG;198211;0
DLDIG;198212;0
DLDIG;198301;0
DLDIG;198302;0
DLDIG;198303;0
DLDIG;198304;0
DLDIG;198305;0
DLDIG;198306;0
DLDIG;198307;0
DLDIG;198308;0
DLDIG;198309;0
DLDIG;198310;0
DLDIG;198311;0
DLDIG;198312;0
DLDIG;198401;0
DLDIG;198402;0
DLDIG;198403;0
DLDIG;198404;0
DLDIG;198405;0
DLDIG;198406;0
DLDIG;198407;0
DLDIG;198408;0
DLDIG;198409;0
DLDIG;198410;0
DLDIG;198411;0
DLDIG;198412;0
DLDIG;198501;0
DLDIG;198502;0
DLDIG;198503;0
DLDIG;198504;0
DLDIG;198505;0
DLDIG;198506;0
DLDIG;198507;0
DLDIG;198508;0
DLDIG;198509;0
DLDIG;198510;0
DLDIG;198511;0
DLDIG;198512;0
DLDIG;198601;0
DLDIG;198602;0
DLDIG;198603;0
DLDIG;198604;0
DLDIG;198605;0
DLDIG;198606;0
DLDIG;198607;0
DLDIG;198608;0
DLDIG;198609;0
DLDIG;198610;0
DLDIG;198611;0
DLDIG;198612;0
DLDIG;198701;0
DLDIG;198702;0
DLDIG;198703;0
DLDIG;198704;0
DLDIG;198705;0
DLDIG;198706;0
DLDIG;198707;0
DLDIG;198708;0
DLDIG;198709;0
DLDIG;198710;0
DLDIG;198711;0
DLDIG;198712;0
DLDIG;198801;0
DLDIG;198802;0
DLDIG;198803;0
DLDIG;198804;0
DLDIG;198805;0
DLDIG;198806;0
DLDIG;198807;0
DLDIG;198808;0
DLDIG;198809;0
DLDIG;198810;0
DLDIG;198811;0
DLDIG;198812;0
DLDIG;198901;0
DLDIG;198902;0
DLDIG;198903;0
DLDIG;198904;0
DLDIG;198905;0
DLDIG;198906;0
DLDIG;198907;0
DLDIG;198908;0
DLDIG;198909;0
DLDIG;198910;0
DLDIG;198911;0
DLDIG;198912;0
DLDIG;199001;0
DLDIG;199002;0
DLDIG;199003;0
DLDIG;199004;0
DLDIG;199005;0
DLDIG;199006;0
DLDIG;199007;0
DLDIG;199008;0
DLDIG;199009;0
DLDIG;199010;0
DLDIG;199011;0
DLDIG;199012;0
DLDIG;199101;0
DLDIG;199102;0
DLDIG;199103;0
DLDIG;199104;0
DLDIG;199105;0
DLDIG;199106;0
DLDIG;199107;0
DLDIG;199108;0
DLDIG;199109;0
DLDIG;199110;0
DLDIG;199111;0
DLDIG;199112;0
DLDIG;199201;0
DLDIG;199202;0
DLDIG;199203;0
DLDIG;199204;0
DLDIG;199205;0
DLDIG;199206;0
DLDIG;199207;0
DLDIG;199208;0
DLDIG;199209;0
DLDIG;199210;0
DLDIG;199211;0
DLDIG;199212;0
DLDIG;199301;0
DLDIG;199302;0
DLDIG;199303;0
DLDIG;199304;0
DLDIG;199305;0
DLDIG;199306;0
DLDIG;199307;0
DLDIG;199308;0
DLDIG;199309;0
DLDIG;199310;0
DLDIG;199311;0
DLDIG;199312;0
DLDIG;199401;0
DLDIG;199402;0
DLDIG;199403;0
DLDIG;199404;0
DLDIG;199405;0
DLDIG;199406;0
DLDIG;199407;0
DLDIG;199408;0
DLDIG;199409;0
DLDIG;199410;0
DLDIG;199411;0
DLDIG;199412;0
DLDIG;199501;0
DLDIG;199502;0
DLDIG;199503;0
DLDIG;199504;0
DLDIG;199505;0
DLDIG;199506;0
DLDIG;199507;0
DLDIG;199508;0
DLDIG;199509;0
DLDIG;199510;0
DLDIG;199511;0
DLDIG;199512;0
DLDIG;199601;0
DLDIG;199602;0
DLDIG;199603;0
DLDIG;199604;0
DLDIG;199605;0
DLDIG;199606;0
DLDIG;199607;0
DLDIG;199608;0
DLDIG;199609;0
DLDIG;199610;0
DLDIG;199611;0
DLDIG;199612;0
DLDIG;199701;0
DLDIG;199702;0
DLDIG;199703;0
DLDIG;199704;0
DLDIG;199705;0
DLDIG;199706;0
DLDIG;199707;0
DLDIG;199708;0
DLDIG;199709;0
DLDIG;199710;0
DLDIG;199711;0
DLDIG;199712;0
DLDIG;199801;0
DLDIG;199802;0
DLDIG;199803;0
DLDIG;199804;0
DLDIG;199805;0
DLDIG;199806;0
DLDIG;199807;0
DLDIG;199808;0
DLDIG;199809;0
DLDIG;199810;0
DLDIG;199811;0
DLDIG;199812;0
DLDIG;199901;0
DLDIG;199902;0
DLDIG;199903;0
DLDIG;199904;0
DLDIG;199905;0
DLDIG;199906;0
DLDIG;199907;0
DLDIG;199908;0
DLDIG;199909;0
DLDIG;199910;0
DLDIG;199911;0
DLDIG;199912;0
DLDIG;200001;0
DLDIG;200002;0
DLDIG;200003;0
DLDIG;200004;0
DLDIG;200005;0
DLDIG;200006;0
DLDIG;200007;0
DLDIG;200008;0
DLDIG;200009;0
DLDIG;200010;0
DLDIG;200011;0
DLDIG;200012;0
DLDIG;200101;0
DLDIG;200102;0
DLDIG;200103;0
DLDIG;200104;0
DLDIG;200105;0
DLDIG;200106;0
DLDIG;200107;0
DLDIG;200108;0
DLDIG;200109;0
DLDIG;200110;0
DLDIG;200111;0
DLDIG;200112;0
DLDIG;200201;0
DLDIG;200202;0
DLDIG;200203;0
DLDIG;200204;0
DLDIG;200205;0
DLDIG;200206;0
DLDIG;200207;0
DLDIG;200208;0
DLDIG;200209;0
DLDIG;200210;0
DLDIG;200211;0
DLDIG;200212;0
DLDIG;200301;0
DLDIG;200302;0
DLDIG;200303;0
DLDIG;200304;0
DLDIG;200305;0
DLDIG;200306;0
DLDIG;200307;0
DLDIG;200308;0
DLDIG;200309;0
DLDIG;200310;0
DLDIG;200311;0
DLDIG;200312;0
DLDIG;200401;0
DLDIG;200402;0
DLDIG;200403;0
DLDIG;200404;0
DLDIG;200405;0
DLDIG;200406;0
DLDIG;200407;0
DLDIG;200408;0
DLDIG;200409;0
DLDIG;200410;0
DLDIG;200411;0
DLDIG;200412;0
DLDIG;200501;0
DLDIG;200502;0
DLDIG;200503;0
DLDIG;200504;0
DLDIG;200505;0
DLDIG;200506;0
