 

stn;time;rre150m0
DLHOH;180708;173.7
DLHOH;180709;86.4
DLHOH;180710;23.2
DLHOH;180711;18.2
DLHOH;180712;34.7
DLHOH;180801;11.6
DLHOH;180802;20.3
DLHOH;180803;16.2
DLHOH;180804;19.8
DLHOH;180805;93.8
DLHOH;180806;160.2
DLHOH;180807;95.0
DLHOH;180808;133.8
DLHOH;180809;122.3
DLHOH;180810;23.2
DLHOH;180811;30.1
DLHOH;180812;22.6
DLHOH;180901;20.8
DLHOH;180902;15.6
DLHOH;180903;24.2
DLHOH;180904;50.5
DLHOH;180905;82.5
DLHOH;180906;55.0
DLHOH;180907;131.4
DLHOH;180908;137.5
DLHOH;180909;62.1
DLHOH;180910;25.0
DLHOH;180911;32.6
DLHOH;180912;32.1
DLHOH;181001;1.7
DLHOH;181002;20.7
DLHOH;181003;38.8
DLHOH;181004;27.2
DLHOH;181005;102.6
DLHOH;181006;56.8
DLHOH;181007;89.3
DLHOH;181008;108.7
DLHOH;181009;40.5
DLHOH;181010;18.8
DLHOH;181011;29.6
DLHOH;181012;39.7
