 

stn;time;fklnd3m0
BIV;201505;0
BIV;201506;0
BIV;201507;0
BIV;201508;0
BIV;201509;0
BIV;201510;0
BIV;201511;0
BIV;201512;0
BIV;201601;0
BIV;201602;0
BIV;201603;0
BIV;201604;0
BIV;201605;0
BIV;201606;0
BIV;201607;0
BIV;201608;0
BIV;201609;0
BIV;201610;0
BIV;201611;0
BIV;201612;0
BIV;201701;0
BIV;201702;-
BIV;201703;0
BIV;201704;0
BIV;201705;0
BIV;201706;0
BIV;201707;0
BIV;201708;0
BIV;201709;0
BIV;201710;0
BIV;201711;0
BIV;201712;0
BIV;201801;0
BIV;201802;0
BIV;201803;0
BIV;201804;0
BIV;201805;0
BIV;201806;0
BIV;201807;0
BIV;201808;0
BIV;201809;0
BIV;201810;1
BIV;201811;0
BIV;201812;0
BIV;201901;0
BIV;201902;0
BIV;201903;0
BIV;201904;0
BIV;201905;0
BIV;201906;0
BIV;201907;0
BIV;201908;0
BIV;201909;0
BIV;201910;0
BIV;201911;0
BIV;201912;0
BIV;202001;0
BIV;202002;0
BIV;202003;0
BIV;202004;0
BIV;202005;0
BIV;202006;0
BIV;202007;0
BIV;202008;0
BIV;202009;0
BIV;202010;0
BIV;202011;0
BIV;202012;0
BIV;202101;0
BIV;202102;0
BIV;202103;0
