 

stn;time;hns000mx
LTB;201111;0
LTB;201112;22
LTB;201201;16
LTB;201202;15
LTB;201203;3
LTB;201204;4
LTB;201205;0
LTB;201206;0
LTB;201207;0
LTB;201208;0
LTB;201209;0
LTB;201210;6
LTB;201211;6
LTB;201212;24
LTB;201301;14
LTB;201302;19
LTB;201303;6
LTB;201304;30
LTB;201305;0
LTB;201306;0
LTB;201307;0
LTB;201308;0
LTB;201309;0
LTB;201310;0
LTB;201311;15
LTB;201312;10
LTB;201401;13
LTB;201402;18
LTB;201403;4
LTB;201404;0
LTB;201405;0
LTB;201406;0
LTB;201407;0
LTB;201408;0
LTB;201409;0
LTB;201410;0
LTB;201411;8
LTB;201412;17
LTB;201501;26
LTB;201502;25
LTB;201503;-
LTB;201504;0
