 

stn;time;tre200y0
DLRFE;1954;9.4
DLRFE;1955;9.6
DLRFE;1956;8.5
DLRFE;1957;9.8
DLRFE;1958;10.1
DLRFE;1959;10.6
DLRFE;1960;10.0
DLRFE;1961;10.8
DLRFE;1962;9.0
DLRFE;1963;8.9
DLRFE;1964;10.1
DLRFE;1965;9.3
DLRFE;1966;10.5
DLRFE;1967;10.4
DLRFE;1968;9.9
DLRFE;1969;9.7
DLRFE;1970;9.8
DLRFE;1971;10.0
DLRFE;1972;9.4
DLRFE;1973;9.6
DLRFE;1974;10.4
DLRFE;1975;10.1
DLRFE;1976;10.2
DLRFE;1977;10.2
DLRFE;1978;9.4
DLRFE;1979;9.9
DLRFE;1980;9.3
DLRFE;1981;10.0
DLRFE;1982;10.7
DLRFE;1983;10.7
DLRFE;1984;9.8
DLRFE;1985;9.5
DLRFE;1986;9.9
DLRFE;1987;10.0
DLRFE;1988;11.0
DLRFE;1989;11.0
DLRFE;1990;11.2
DLRFE;1991;10.4
DLRFE;1992;11.0
DLRFE;1993;10.6
DLRFE;1994;11.9
DLRFE;1995;10.9
DLRFE;1996;9.9
DLRFE;1997;11.0
DLRFE;1998;11.0
DLRFE;1999;11.0
DLRFE;2000;11.8
DLRFE;2001;11.2
DLRFE;2002;11.7
DLRFE;2003;11.9
DLRFE;2004;10.8
DLRFE;2005;10.7
DLRFE;2006;11.1
DLRFE;2007;11.5
DLRFE;2008;11.0
DLRFE;2009;11.1
DLRFE;2010;10.2
DLRFE;2011;11.9
DLRFE;2012;11.1
DLRFE;2013;10.7
DLRFE;2014;12.2
