 

stn;time;rhh150mx
PMA;201509;5.9
PMA;201510;4.2
PMA;201511;0.7
PMA;201512;0.6
PMA;201601;1.6
PMA;201602;15.6
PMA;201603;3.8
PMA;201604;3.8
PMA;201605;4.5
PMA;201606;10.8
PMA;201607;7.8
PMA;201608;7.2
PMA;201609;7.0
PMA;201610;3.3
PMA;201611;2.8
PMA;201612;0.4
PMA;201701;1.2
PMA;201702;2.5
PMA;201703;3.2
PMA;201704;2.3
PMA;201705;5.3
PMA;201706;7.2
PMA;201707;5.0
PMA;201708;7.0
PMA;201709;5.5
PMA;201710;1.5
PMA;201711;3.1
PMA;201712;60.8
PMA;201801;5.2
PMA;201802;1.3
PMA;201803;2.1
PMA;201804;5.8
PMA;201805;3.2
PMA;201806;7.2
PMA;201807;4.4
PMA;201808;8.1
PMA;201809;5.4
PMA;201810;22.5
