 

stn;time;rre150y0
ALT;1864;1166.7
ALT;1865;1035.0
ALT;1866;1565.3
ALT;1867;1545.3
ALT;1868;1501.3
ALT;1869;1413.3
ALT;1870;1227.8
ALT;1871;1191.1
ALT;1872;1636.3
ALT;1873;1339.6
ALT;1874;1484.8
ALT;1875;1374.9
ALT;1876;1553.4
ALT;1877;1363.0
ALT;1878;1304.3
ALT;1879;1246.5
ALT;1880;1132.6
ALT;1881;1137.5
ALT;1882;1430.3
ALT;1883;1018.5
ALT;1884;875.6
ALT;1885;1134.7
ALT;1886;1245.3
ALT;1887;1020.4
ALT;1888;1182.7
ALT;1889;1191.0
ALT;1890;1119.4
ALT;1891;1315.0
ALT;1892;1173.6
ALT;1893;1019.2
ALT;1894;979.7
ALT;1895;978.3
ALT;1896;1426.8
ALT;1897;1244.1
ALT;1898;1300.8
ALT;1899;1016.3
ALT;1900;1196.5
ALT;1901;1263.1
ALT;1902;1027.1
ALT;1903;1007.2
ALT;1904;969.5
ALT;1905;1228.1
ALT;1906;1074.4
ALT;1907;1123.7
ALT;1908;1006.7
ALT;1909;1102.3
ALT;1910;1376.5
ALT;1911;976.0
ALT;1912;1231.7
ALT;1913;1215.1
ALT;1914;1380.2
ALT;1915;1107.2
ALT;1916;1277.9
ALT;1917;1143.0
ALT;1918;1242.4
ALT;1919;1031.0
ALT;1920;677.5
ALT;1921;857.9
ALT;1922;1629.5
ALT;1923;1248.1
ALT;1924;1212.6
ALT;1925;1111.9
ALT;1926;1294.5
ALT;1927;1366.6
ALT;1928;1453.6
ALT;1929;1042.2
ALT;1930;1312.3
ALT;1931;1201.9
ALT;1932;1105.8
ALT;1933;1283.8
ALT;1934;1073.9
ALT;1935;1624.3
ALT;1936;1204.1
ALT;1937;1326.9
ALT;1938;1069.4
ALT;1939;1467.9
ALT;1940;1435.4
ALT;1941;1073.9
ALT;1942;1051.2
ALT;1943;926.1
ALT;1944;1284.2
ALT;1945;1441.0
ALT;1946;1058.9
ALT;1947;1132.5
ALT;1948;1089.1
ALT;1949;983.0
ALT;1950;1286.0
ALT;1951;1370.9
ALT;1952;1369.1
ALT;1953;986.6
ALT;1954;1494.0
ALT;1955;1251.7
ALT;1956;1279.8
ALT;1957;1133.1
ALT;1958;1424.4
ALT;1959;1033.1
ALT;1960;1368.2
ALT;1961;1159.3
ALT;1962;1081.1
ALT;1963;1051.4
ALT;1964;1065.9
ALT;1965;1537.1
ALT;1966;1281.7
ALT;1967;1137.9
ALT;1968;1416.9
ALT;1969;1174.1
ALT;1970;1422.4
ALT;1971;961.3
ALT;1972;1061.2
ALT;1973;1108.4
ALT;1974;1225.4
ALT;1975;1231.5
ALT;1976;1146.1
ALT;1977;1285.5
ALT;1978;1235.7
ALT;1979;1256.6
ALT;1980;1047.8
ALT;1981;1387.2
ALT;1982;991.1
ALT;1983;1059.9
ALT;1984;1077.1
ALT;1985;944.4
ALT;1986;1193.4
ALT;1987;1299.4
ALT;1988;1201.3
ALT;1989;986.7
ALT;1990;1149.7
ALT;1991;1161.1
ALT;1992;1180.3
ALT;1993;1252.9
ALT;1994;1227.8
ALT;1995;1434.9
ALT;1996;1128.3
ALT;1997;1136.8
ALT;1998;1045.1
ALT;1999;1429.6
ALT;2000;1123.1
ALT;2001;1337.2
ALT;2002;1774.4
ALT;2003;872.4
ALT;2004;1133.2
ALT;2005;1072.1
ALT;2006;1158.2
ALT;2007;1269.1
ALT;2008;1220.5
ALT;2009;1167.5
ALT;2010;1152.7
ALT;2011;1009.2
ALT;2012;1192.3
ALT;2013;1075.3
ALT;2014;1234.1
ALT;2015;908.5
ALT;2016;1168.0
ALT;2017;1267.2
ALT;2018;1126.8
ALT;2019;1183.1
ALT;2020;1138.0
