 

stn;time;rsd300y0
INN;1961;10
INN;1962;14
INN;1963;13
INN;1964;13
INN;1965;16
INN;1966;19
INN;1967;11
INN;1968;15
INN;1969;13
INN;1970;26
INN;1971;11
INN;1972;11
INN;1973;15
INN;1974;19
INN;1975;16
INN;1976;10
INN;1977;13
INN;1978;13
INN;1979;20
INN;1980;12
INN;1981;20
INN;1982;10
INN;1983;11
INN;1984;19
INN;1985;18
INN;1986;25
INN;1987;25
INN;1988;19
INN;1989;18
INN;1990;16
INN;1991;14
INN;1992;23
INN;1993;17
INN;1994;17
INN;1995;24
INN;1996;19
INN;1997;12
INN;1998;12
INN;1999;17
INN;2000;17
INN;2001;18
INN;2002;25
INN;2003;10
INN;2004;12
INN;2005;8
INN;2006;14
INN;2007;12
INN;2008;13
INN;2009;13
INN;2010;19
INN;2011;16
INN;2012;10
INN;2013;17
INN;2014;19
INN;2015;5
INN;2016;12
INN;2017;16
INN;2018;16
INN;2019;11
INN;2020;11
