 

stn;time;rsd700y0
AAF;1900;0
AAF;1901;0
AAF;1902;0
AAF;1903;0
AAF;1904;0
AAF;1905;0
AAF;1906;1
AAF;1907;0
AAF;1908;0
AAF;1909;0
AAF;1910;0
AAF;1911;0
AAF;1912;0
AAF;1913;0
AAF;1914;0
AAF;1915;0
AAF;1916;0
AAF;1917;0
AAF;1918;0
AAF;1919;0
AAF;1920;0
AAF;1921;0
AAF;1922;0
AAF;1923;0
AAF;1924;0
AAF;1925;0
AAF;1926;0
AAF;1927;0
AAF;1928;0
AAF;1929;0
AAF;1930;0
AAF;1931;0
AAF;1932;0
AAF;1933;0
AAF;1934;0
AAF;1935;0
AAF;1936;0
AAF;1937;0
AAF;1938;0
AAF;1939;0
AAF;1940;0
AAF;1941;0
AAF;1942;0
AAF;1943;0
AAF;1944;0
AAF;1945;0
AAF;1946;0
AAF;1947;0
AAF;1948;0
AAF;1949;0
AAF;1950;0
AAF;1951;0
AAF;1952;0
AAF;1953;1
AAF;1954;1
AAF;1955;0
AAF;1956;0
AAF;1957;0
AAF;1958;0
AAF;1959;0
AAF;1960;0
AAF;1961;0
AAF;1962;0
AAF;1963;0
AAF;1964;0
AAF;1965;0
AAF;1966;0
AAF;1967;0
AAF;1968;1
AAF;1969;0
AAF;1970;0
AAF;1971;0
AAF;1972;0
AAF;1973;0
AAF;1974;0
AAF;1975;0
AAF;1976;0
AAF;1977;0
AAF;1978;1
AAF;1979;1
AAF;1980;0
AAF;1981;0
AAF;1982;0
AAF;1983;0
AAF;1984;0
AAF;1985;0
AAF;1986;0
AAF;1987;0
AAF;1988;0
AAF;1989;0
AAF;1990;0
AAF;1991;0
AAF;1992;0
AAF;1993;1
AAF;1994;0
AAF;1995;0
AAF;1996;0
AAF;1997;0
