 

stn;time;tnd00xy0
GRH;1972;93
GRH;1973;106
GRH;1974;123
GRH;1975;89
GRH;1976;103
GRH;1977;97
GRH;1978;88
GRH;1979;111
GRH;1980;116
GRH;1981;116
GRH;1982;85
GRH;1983;73
GRH;1984;100
GRH;1985;101
GRH;1986;108
GRH;1987;102
GRH;1988;76
GRH;1989;62
GRH;1990;83
GRH;1991;100
GRH;1992;83
GRH;1993;84
GRH;1994;87
GRH;1995;103
GRH;1996;104
GRH;1997;82
GRH;1998;106
GRH;1999;102
GRH;2000;96
GRH;2001;97
GRH;2002;77
GRH;2003;93
GRH;2004;95
GRH;2005;104
GRH;2006;90
GRH;2007;78
GRH;2008;100
GRH;2009;110
GRH;2010;134
GRH;2011;70
GRH;2012;96
GRH;2013;102
GRH;2014;76
GRH;2015;69
GRH;2016;86
GRH;2017;92
GRH;2018;80
GRH;2019;76
GRH;2020;60
